storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP272019,KALMAEGI,2019,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,2,3,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,3,4,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,4,5,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,5,6,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,6,7,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,7,8,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,8,9,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,9,10,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,10,11,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,11,12,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,12,13,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,13,14,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,14,15,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,15,16,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,16,17,0,0.0,0,0.0,0.0,0.0,1,0.0
WP272019,KALMAEGI,2019,17,18,0,0.0,0,0.0,0.0,0.0,1,0.03240359573468538
WP272019,KALMAEGI,2019,18,19,0,0.0,0,0.0,0.0,0.0,1,0.04719885105508633
WP272019,KALMAEGI,2019,19,20,0,0.0,0,0.0,0.0,0.0,1,0.04719885105508633
WP272019,KALMAEGI,2019,20,21,0,0.0,0,0.0,0.0,0.0,1,0.05635853308331765
WP272019,KALMAEGI,2019,21,22,0,0.0,0,0.0,0.0,0.0,1,0.05635853308331765
WP272019,KALMAEGI,2019,22,23,0,0.0,0,0.0,0.0,0.0,1,0.05635853308331765
WP272019,KALMAEGI,2019,23,24,0,0.0,0,0.0,0.0,0.0,1,0.05635853308331765
WP272019,KALMAEGI,2019,24,25,0,0.0,0,0.0,0.0,0.0,1,0.08406410373026868
WP272019,KALMAEGI,2019,25,26,0,0.0,0,0.0,0.0,0.0,1,0.26099244599997273
WP272019,KALMAEGI,2019,26,27,0,0.0,0,0.0,0.0,0.0,1,0.26099244599997273
WP272019,KALMAEGI,2019,27,28,0,0.0,0,0.0,0.0,0.0,1,0.26099244599997273
WP272019,KALMAEGI,2019,28,29,0,0.0,0,0.0,0.0,0.0,1,0.26099244599997273
WP272019,KALMAEGI,2019,29,30,0,0.0,0,0.0,0.0,0.0,1,0.26099244599997273
WP272019,KALMAEGI,2019,30,31,0,0.0,0,0.0,0.0,0.0,1,0.26099244599997273
