storm_id,impact_score,max_hazard,mean_hazard,impacted_buses,mean_bus_weight_impacted,year,storm_name,rank
WP092023,0.02605931305599871,0.010698608255927614,9.166979968926994e-05,2,1.4900468920347418,2023,SAOLA,163
WP082009,0.024631338517977844,0.004941154017840563,0.00010658715681798102,7,1.4900468920347418,2009,GONI,164
WP262021,0.023033413353849987,0.006194632089290246,9.64536402475683e-05,8,1.4900468920347418,2021,UNNAMED,165
WP082020,0.013538065858054891,0.00442779651645356,5.364237598355312e-05,4,1.4900468920347418,2020,HIGOS,166
WP142009,0.010174772855275013,0.0020731026968666814,3.543820049875223e-05,5,1.4900468920347418,2009,MUJIGAE,167
WP102004,0.007925803589532314,0.005953196700557092,3.100623281540152e-05,1,1.4900468920347418,2004,MINDULLE,168
WP232001,0.004113533810389978,0.0030897404447400257,1.6092398149687635e-05,1,1.4900468920347418,2001,LEKIMA,169
WP062011,0.003784300126230797,0.0017919449167105353,1.476040270251113e-05,2,1.4900468920347418,2011,HAIMA,170
WP232002,0.003148715627590268,0.0012826786100873888,1.2272621711504424e-05,2,1.4900468920347418,2002,HAGUPIT,171
WP142008,0.00277295468783025,0.0021380802123019127,1.1135834439072461e-05,1,1.4900468920347418,2008,UNNAMED,172
WP022004,0.002439544265350178,0.0018181458524609328,9.469509648234024e-06,1,1.4900468920347418,2004,UNNAMED,173
WP072012,0.0019200944803964629,0.0014422133978377594,7.5115281137383305e-06,1,1.4900468920347418,2012,DOKSURI,174
WP032000,0.0017875347967543506,0.001331845166828239,6.9366935772304115e-06,1,1.4900468920347418,2000,UNNAMED,175
WP042023,0.0017528079968828043,0.0011361058468159582,5.9172179521664485e-06,1,1.4900468920347418,2023,TALIM,176
WP282017,0.0012589604108176919,0.0009979879811430128,5.197854068453192e-06,1,1.4900468920347418,2017,DAMREY,177
WP092012,0.0011389047351968943,0.0008781498265039429,4.573697013041369e-06,1,1.4900468920347418,2012,VICENTE,178
WP312017,0.0,0.0,0.0,0,1.4900468920347418,2017,KIROGI,179
WP102012,0.0,0.0,0.0,0,1.4900468920347418,2012,SAOLA,180
WP102013,0.0,0.0,0.0,0,1.4900468920347418,2013,MANGKHUT,181
WP102017,0.0,0.0,0.0,0,1.4900468920347418,2017,ROKE,182
WP102014,0.0,0.0,0.0,0,1.4900468920347418,2014,MATMO,183
WP102023,0.0,0.0,0.0,0,1.4900468920347418,2023,HAIKUI,184
WP112001,0.0,0.0,0.0,0,1.4900468920347418,2001,TORAJI,185
WP112002,0.0,0.0,0.0,0,1.4900468920347418,2002,NAKRI,186
WP102019,0.0,0.0,0.0,0,1.4900468920347418,2019,LEKIMA,187
WP092020,0.0,0.0,0.0,0,1.4900468920347418,2020,BAVI,188
WP092013,0.0,0.0,0.0,0,1.4900468920347418,2013,JEBI,189
WP322000,0.0,0.0,0.0,0,1.4900468920347418,2000,UNNAMED,190
WP022001,0.0,0.0,0.0,0,1.4900468920347418,2001,UNNAMED,191
WP012014,0.0,0.0,0.0,0,1.4900468920347418,2014,LINGLING,192
WP012012,0.0,0.0,0.0,0,1.4900468920347418,2012,UNNAMED,193
WP022003,0.0,0.0,0.0,0,1.4900468920347418,2003,KUJIRA,194
WP092008,0.0,0.0,0.0,0,1.4900468920347418,2008,FUNG-WONG,195
WP162015,0.0,0.0,0.0,0,1.4900468920347418,2015,GONI,196
WP162010,0.0,0.0,0.0,0,1.4900468920347418,2010,CHABA,197
WP162002,0.0,0.0,0.0,0,1.4900468920347418,2002,KAMMURI,198
WP162003,0.0,0.0,0.0,0,1.4900468920347418,2003,CHOI-WAN,199
WP152019,0.0,0.0,0.0,0,1.4900468920347418,2019,LINGLING,200
WP152012,0.0,0.0,0.0,0,1.4900468920347418,2012,TEMBIN,201
WP152016,0.0,0.0,0.0,0,1.4900468920347418,2016,NAMTHEUN,202
