storm_id,storm_name,year,peak_t,peak_affected_population_proxy,peak_affected_population_share_proxy,peak_n_unserved_buses,peak_unserved_bus_share,peak_n_failed_lines_cumulative,peak_failed_line_share_cumulative,final_affected_population_proxy,final_n_unserved_buses,final_n_failed_lines_cumulative,n_timesteps,peak_affected_population_proxy_norm,peak_n_failed_lines_norm,peak_n_unserved_buses_norm,grid_impact_index_v5r,rank_index
WP152010,MEGI,2010,5,3358329.158587277,0.021728979059774008,2,0.010416666666666666,3,0.012711864406779662,3358329.158587277,2,3,22,0.19307210653998666,0.07317073170731707,0.11764705882352941,0.15178300567435066,12
WP262012,BOPHA,2012,2,1018401.2709317207,0.006589234957490397,2,0.010416666666666666,10,0.0423728813559322,1018401.2709317207,2,10,21,0.058548423753822784,0.24390243902439024,0.11764705882352941,0.11375172283192064,13
WP302016,NOCK-TEN,2016,6,1608780.257164359,0.010409090612906855,2,0.010416666666666666,5,0.0211864406779661,1608780.257164359,2,5,13,0.09248962163712579,0.12195121951219512,0.11764705882352941,0.10362863668385366,14
WP252020,VAMCO,2020,6,389384.9829298258,0.0025193891785854137,2,0.010416666666666666,5,0.0211864406779661,389384.9829298258,2,5,11,0.022385947106186386,0.12195121951219512,0.11764705882352941,0.061566431965290026,15
WP112013,UTOR,2013,5,597024.6035888493,0.0038628539660505246,1,0.005208333333333333,5,0.0211864406779661,597024.6035888493,1,5,9,0.03432325791423878,0.12195121951219512,0.058823529411764705,0.05990528903835675,16
WP222011,NALGAE,2011,4,597024.6035888493,0.0038628539660505246,1,0.005208333333333333,2,0.00847457627118644,597024.6035888493,1,2,10,0.03432325791423878,0.04878048780487805,0.058823529411764705,0.04161260611152748,17
WP262018,MANGKHUT,2018,0,0.0,0.0,0,0.0,5,0.0211864406779661,0.0,0,5,9,0.0,0.12195121951219512,0.0,0.03048780487804878,18
WP242015,KOPPU,2015,0,0.0,0.0,0,0.0,3,0.012711864406779662,0.0,0,3,18,0.0,0.07317073170731707,0.0,0.018292682926829267,19
WP202016,MEGI,2016,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,20
WP182016,MALAKAS,2016,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,21
WP162016,MERANTI,2016,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,22
WP152016,NAMTHEUN,2016,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,23
WP222016,AERE,2016,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,24,0.0,0.0,0.0,0.0,24
WP022016,NEPARTAK,2016,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,25
WP282015,MELOR,2015,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,26
WP222015,MUJIGAE,2015,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,27
