storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components
WP152010,MEGI,2010,0,1,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,1,2,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,2,3,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,3,4,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,4,5,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,5,6,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,6,7,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,7,8,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,8,9,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,9,10,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,10,11,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,11,12,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,12,13,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,13,14,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,14,15,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,15,16,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,16,17,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,17,18,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,18,19,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,19,20,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,20,21,0,0.0,0,0.0,0.0,0.0,1
WP152010,MEGI,2010,21,22,0,0.0,0,0.0,0.0,0.0,1
