storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step
WP252020,VAMCO,2020,0,1,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP252020,VAMCO,2020,1,2,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP252020,VAMCO,2020,2,3,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP252020,VAMCO,2020,3,4,0,0.0,0,0.0,0.0,0.0,1,1,0,0.055907587426588856
WP252020,VAMCO,2020,4,5,0,0.0,0,0.0,0.0,0.0,1,1,0,0.18899233774096805
WP252020,VAMCO,2020,5,6,0,0.0,0,0.0,0.0,0.0,1,1,0,0.3960167229124773
WP252020,VAMCO,2020,6,7,5,0.0211864406779661,2,0.010416666666666666,389384.9829298258,0.0025193891785854137,4,2,2,0.558613176115161
WP252020,VAMCO,2020,7,8,5,0.0211864406779661,2,0.010416666666666666,389384.9829298258,0.0025193891785854137,4,2,2,0.558613176115161
WP252020,VAMCO,2020,8,9,5,0.0211864406779661,2,0.010416666666666666,389384.9829298258,0.0025193891785854137,4,2,2,0.558613176115161
WP252020,VAMCO,2020,9,10,5,0.0211864406779661,2,0.010416666666666666,389384.9829298258,0.0025193891785854137,4,2,2,0.558613176115161
WP252020,VAMCO,2020,10,11,5,0.0211864406779661,2,0.010416666666666666,389384.9829298258,0.0025193891785854137,4,2,2,0.558613176115161
