storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP322017,KAI-TAK,2017,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP322017,KAI-TAK,2017,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0
WP322017,KAI-TAK,2017,2,3,0,0.0,0,0.0,0.0,0.0,1,0.0
WP322017,KAI-TAK,2017,3,4,0,0.0,0,0.0,0.0,0.0,1,0.0
WP322017,KAI-TAK,2017,4,5,0,0.0,0,0.0,0.0,0.0,1,0.0
WP322017,KAI-TAK,2017,5,6,0,0.0,0,0.0,0.0,0.0,1,0.0
WP322017,KAI-TAK,2017,6,7,0,0.0,0,0.0,0.0,0.0,1,0.041029518244342554
WP322017,KAI-TAK,2017,7,8,0,0.0,0,0.0,0.0,0.0,1,0.06528485494517501
WP322017,KAI-TAK,2017,8,9,0,0.0,0,0.0,0.0,0.0,1,0.09874127664746911
WP322017,KAI-TAK,2017,9,10,0,0.0,0,0.0,0.0,0.0,1,0.14543851256576884
WP322017,KAI-TAK,2017,10,11,0,0.0,0,0.0,0.0,0.0,1,0.14543851256576884
WP322017,KAI-TAK,2017,11,12,0,0.0,0,0.0,0.0,0.0,1,0.14543851256576884
WP322017,KAI-TAK,2017,12,13,0,0.0,0,0.0,0.0,0.0,1,0.14543851256576884
WP322017,KAI-TAK,2017,13,14,0,0.0,0,0.0,0.0,0.0,1,0.14543851256576884
WP322017,KAI-TAK,2017,14,15,0,0.0,0,0.0,0.0,0.0,1,0.14543851256576884
WP322017,KAI-TAK,2017,15,16,0,0.0,0,0.0,0.0,0.0,1,0.14543851256576884
WP322017,KAI-TAK,2017,16,17,0,0.0,0,0.0,0.0,0.0,1,0.14543851256576884
WP322017,KAI-TAK,2017,17,18,0,0.0,0,0.0,0.0,0.0,1,0.14543851256576884
WP322017,KAI-TAK,2017,18,19,0,0.0,0,0.0,0.0,0.0,1,0.14543851256576884
