storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components
WP012024,EWINIAR,2024,0,1,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,1,2,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,2,3,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,3,4,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,4,5,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,5,6,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,6,7,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,7,8,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,8,9,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,9,10,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,10,11,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,11,12,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,12,13,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,13,14,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,14,15,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,15,16,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,16,17,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,17,18,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,18,19,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,19,20,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,20,21,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,21,22,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,22,23,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,23,24,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,24,25,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,25,26,0,0.0,0,0.0,0.0,0.0,1
WP012024,EWINIAR,2024,26,27,0,0.0,0,0.0,0.0,0.0,1
