storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP102022,MA-ON,2022,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP102022,MA-ON,2022,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0
WP102022,MA-ON,2022,2,3,0,0.0,0,0.0,0.0,0.0,1,0.0033531361891500906
WP102022,MA-ON,2022,3,4,0,0.0,0,0.0,0.0,0.0,1,0.008657627360293232
WP102022,MA-ON,2022,4,5,0,0.0,0,0.0,0.0,0.0,1,0.020692916216074494
WP102022,MA-ON,2022,5,6,0,0.0,0,0.0,0.0,0.0,1,0.029056106747207284
WP102022,MA-ON,2022,6,7,0,0.0,0,0.0,0.0,0.0,1,0.04410045613518951
WP102022,MA-ON,2022,7,8,0,0.0,0,0.0,0.0,0.0,1,0.1031925903244206
WP102022,MA-ON,2022,8,9,0,0.0,0,0.0,0.0,0.0,1,0.2446587009423983
WP102022,MA-ON,2022,9,10,0,0.0,0,0.0,0.0,0.0,1,0.2446587009423983
WP102022,MA-ON,2022,10,11,0,0.0,0,0.0,0.0,0.0,1,0.2446587009423983
WP102022,MA-ON,2022,11,12,0,0.0,0,0.0,0.0,0.0,1,0.2446587009423983
WP102022,MA-ON,2022,12,13,0,0.0,0,0.0,0.0,0.0,1,0.2446587009423983
WP102022,MA-ON,2022,13,14,0,0.0,0,0.0,0.0,0.0,1,0.2446587009423983
WP102022,MA-ON,2022,14,15,0,0.0,0,0.0,0.0,0.0,1,0.2446587009423983
WP102022,MA-ON,2022,15,16,0,0.0,0,0.0,0.0,0.0,1,0.2446587009423983
WP102022,MA-ON,2022,16,17,0,0.0,0,0.0,0.0,0.0,1,0.2446587009423983
WP102022,MA-ON,2022,17,18,0,0.0,0,0.0,0.0,0.0,1,0.2446587009423983
