storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP022005,ROKE,2005,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.046359806598056434,5.154529635623018e-05,0.00011556943297224522
WP022005,ROKE,2005,1,2,1,0.00423728813559322,1,0,0.0,0.0,0.0,2,2,0,0.41872752998472584,0.0017329839955640784,0.08604550807222079
WP022005,ROKE,2005,2,3,2,0.00847457627118644,1,0,0.0,0.0,0.0,2,2,0,0.41872752998472584,0.0022485254636043918,0.08604550807222079
WP022005,ROKE,2005,3,4,2,0.00847457627118644,0,0,0.0,0.0,0.0,2,2,0,0.41872752998472584,0.0022485254636043918,0.08604550807222079
WP022005,ROKE,2005,4,5,2,0.00847457627118644,0,0,0.0,0.0,0.0,2,2,0,0.41872752998472584,0.00224908764322571,0.08604550807222079
WP022005,ROKE,2005,5,6,3,0.012711864406779662,1,4,0.020833333333333332,3345235.9369101524,0.021644263617596537,3,2,1,0.41872752998472584,0.00224908764322571,0.08604550807222079
