storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP182022,NORU,2022,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP182022,NORU,2022,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP182022,NORU,2022,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP182022,NORU,2022,3,4,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP182022,NORU,2022,4,5,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP182022,NORU,2022,5,6,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP182022,NORU,2022,6,7,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP182022,NORU,2022,7,8,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.10097507184853186,5.795892097680427e-05,0.0003088182713477058
WP182022,NORU,2022,8,9,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.1383553669900491,6.372861570994485e-05,0.0006050444559352478
WP182022,NORU,2022,9,10,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.20432221301967884,8.566615727965614e-05,0.0019809414415524126
WP182022,NORU,2022,10,11,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.20432221301967884,0.00014355572904774746,0.0019809414415524126
WP182022,NORU,2022,11,12,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.20432221301967884,0.0003034814147395075,0.0019809414415524126
WP182022,NORU,2022,12,13,5,0.0211864406779661,5,1,0.005208333333333333,0.0,0.0,3,2,1,0.6755575190739266,0.02554159231083899,0.9055126550504082
WP182022,NORU,2022,13,14,14,0.059322033898305086,9,4,0.020833333333333332,3164382.480725229,0.020474110015385887,7,3,4,0.6755575190739266,0.05473292857606774,0.9055126550504082
WP182022,NORU,2022,14,15,19,0.08050847457627118,5,4,0.020833333333333332,3164382.480725229,0.020474110015385887,11,7,4,0.6755575190739266,0.058528846064830255,0.9055126550504082
WP182022,NORU,2022,15,16,23,0.09745762711864407,4,5,0.026041666666666668,3902962.0440834165,0.02525284941475379,13,8,5,0.6755575190739266,0.058528846064830255,0.9055126550504082
WP182022,NORU,2022,16,17,23,0.09745762711864407,0,5,0.026041666666666668,3902962.0440834165,0.02525284941475379,13,8,5,0.6755575190739266,0.058528846064830255,0.9055126550504082
WP182022,NORU,2022,17,18,24,0.1016949152542373,1,5,0.026041666666666668,3902962.0440834165,0.02525284941475379,13,8,5,0.6755575190739266,0.058528846064830255,0.9055126550504082
WP182022,NORU,2022,18,19,24,0.1016949152542373,0,5,0.026041666666666668,3902962.0440834165,0.02525284941475379,13,8,5,0.6755575190739266,0.058528846064830255,0.9055126550504082
WP182022,NORU,2022,19,20,26,0.11016949152542373,2,6,0.03125,4913329.963406384,0.03179010717744181,14,8,6,0.6755575190739266,0.058528846064830255,0.9055126550504082
