storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP192020,SAUDEL,2020,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP192020,SAUDEL,2020,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP192020,SAUDEL,2020,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP192020,SAUDEL,2020,3,4,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP192020,SAUDEL,2020,4,5,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.05854071500770625,6.121454320553612e-05,0.00014389725248639768
WP192020,SAUDEL,2020,5,6,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.2352398887001661,0.0001853144138417215,0.003450835832138441
WP192020,SAUDEL,2020,6,7,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.2352398887001661,0.00018589993605689031,0.003450835832138441
WP192020,SAUDEL,2020,7,8,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.2352398887001661,0.00018589993605689031,0.003450835832138441
WP192020,SAUDEL,2020,8,9,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.2352398887001661,0.00018589993605689031,0.003450835832138441
WP192020,SAUDEL,2020,9,10,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.2352398887001661,0.00018589993605689031,0.003450835832138441
WP192020,SAUDEL,2020,10,11,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.2352398887001661,0.00018589993605689031,0.003450835832138441
WP192020,SAUDEL,2020,11,12,1,0.00423728813559322,1,0,0.0,0.0,0.0,2,2,0,0.2352398887001661,0.00018589993605689031,0.003450835832138441
WP192020,SAUDEL,2020,12,13,1,0.00423728813559322,0,0,0.0,0.0,0.0,2,2,0,0.2352398887001661,0.00018589993605689031,0.003450835832138441
