storm_id,storm_name,year,rank,impact_score,impact_land_only,impact_sea_only,land_share_of_split
WP302016,NOCK-TEN,2016,33,3.080071049945065,1.6339551652077162,1.8277592605895676,0.4720074980856898
WP182002,UNNAMED,2002,34,3.0474267814333587,3.0210052405985746,0.22747135443771418,0.9299759909659521
WP262012,BOPHA,2012,35,3.0095757407385246,1.111349529875547,2.081796447613456,0.3480421934074808
WP022005,ROKE,2005,36,2.875016513376612,1.046351529831601,1.9273116224909956,0.3518729177561158
WP272001,LINGLING,2001,37,2.790104769491468,1.3263238331259497,2.3731548090140198,0.3585164185077537
WP202011,NESAT,2011,38,2.6438691341830425,0.5617732320780313,2.254797732930077,0.19945289469261218
WP022009,CHAN-HOM,2009,39,2.624503687482578,0.3499449060108618,2.348914464054645,0.129664001723205
WP052008,HALONG,2008,40,2.5437853025680197,1.010506834808662,1.9605876261051307,0.34011265818114367
WP222011,NALGAE,2011,41,2.3116607248982994,2.05312958950363,0.6306824413986011,0.765004987630754
WP082004,CHANTHU,2004,42,2.272640290570109,1.4718002252324824,0.9858042562881827,0.5988759527008157
WP222006,CIMARON,2006,43,2.238964788719342,1.589379919899145,1.2068830992299604,0.5683942851678369
WP232014,JANGMI,2014,44,2.20686207313071,1.995566744614168,1.0730943549922667,0.6503053546284748
WP192009,PARMA,2009,45,2.1079564464694585,1.5375939987377056,1.596931613846555,0.49053483326621655
WP242016,SARIKA,2016,46,2.0749032413624606,0.0,2.0749032413624606,0.0
WP272019,KALMAEGI,2019,47,2.0248046513087243,2.086162368015049,0.0,1.0
WP052003,LINFA,2003,48,2.0203343450808844,2.0815565979621233,0.23868291622448562,0.8971300528393256
WP302001,KAJIKI,2001,49,1.885399524502548,1.3137074761745833,1.01249799899872,0.5647426636190475
WP082003,KONI,2003,50,1.8772840630152274,1.1552082321238057,0.9630350388742296,0.5453614549095278
WP042021,CHOI-WAN,2021,51,1.8471028407613963,0.1296209843879031,1.7581202437430585,0.06866459367221632
WP012017,UNNAMED,2017,52,1.8454060415012157,1.8217317933507768,0.14104828753151477,0.9281385169406693
WP022006,CHANCHU,2006,53,1.8381797015013135,1.515507310753967,0.7191315144320803,0.6781889286416527
WP292019,KAMMURI,2019,54,1.7634308116519206,0.91173867893152,1.0796803210126247,0.4578336748605354
WP232011,BANYAN,2011,55,1.7560848754608334,0.6350182639183968,1.2226550880119968,0.34183526574169787
