storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP072006,PRAPIROON,2006,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP072006,PRAPIROON,2006,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0
WP072006,PRAPIROON,2006,2,3,0,0.0,0,0.0,0.0,0.0,1,0.0
WP072006,PRAPIROON,2006,3,4,0,0.0,0,0.0,0.0,0.0,1,0.0
WP072006,PRAPIROON,2006,4,5,0,0.0,0,0.0,0.0,0.0,1,0.0
WP072006,PRAPIROON,2006,5,6,0,0.0,0,0.0,0.0,0.0,1,0.01261788207024289
WP072006,PRAPIROON,2006,6,7,0,0.0,0,0.0,0.0,0.0,1,0.018272664621085205
WP072006,PRAPIROON,2006,7,8,0,0.0,0,0.0,0.0,0.0,1,0.020250190762176466
WP072006,PRAPIROON,2006,8,9,0,0.0,0,0.0,0.0,0.0,1,0.038065131279223056
WP072006,PRAPIROON,2006,9,10,0,0.0,0,0.0,0.0,0.0,1,0.17554745918315667
WP072006,PRAPIROON,2006,10,11,0,0.0,0,0.0,0.0,0.0,1,0.1757802298753584
WP072006,PRAPIROON,2006,11,12,0,0.0,0,0.0,0.0,0.0,1,0.1757802298753584
WP072006,PRAPIROON,2006,12,13,0,0.0,0,0.0,0.0,0.0,1,0.1757802298753584
WP072006,PRAPIROON,2006,13,14,0,0.0,0,0.0,0.0,0.0,1,0.1757802298753584
