storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP012024,EWINIAR,2024,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.07356322592535557,5.544455882415844e-05,0.00018856825532925645
WP012024,EWINIAR,2024,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.1576904096359457,6.939367496133249e-05,0.0008566940641219717
WP012024,EWINIAR,2024,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.15822941909316496,7.349027928547893e-05,0.0008650390826766635
WP012024,EWINIAR,2024,3,4,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.15822941909316496,7.530221038674523e-05,0.0008650390826766635
WP012024,EWINIAR,2024,4,5,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.15822941909316496,7.574592981721155e-05,0.0008650390826766635
WP012024,EWINIAR,2024,5,6,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.15822941909316496,7.974068782206404e-05,0.0008650390826766635
WP012024,EWINIAR,2024,6,7,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.20311206496655096,9.958738986385277e-05,0.0019383405623648842
WP012024,EWINIAR,2024,7,8,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.2041721070739027,0.0001323384775254805,0.0019756069059918223
WP012024,EWINIAR,2024,8,9,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.20546220853994637,0.0001676884559991664,0.0020219270842833943
WP012024,EWINIAR,2024,9,10,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.251175060661875,0.0003306394556750809,0.004591945772183039
WP012024,EWINIAR,2024,10,11,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.29406231774101366,0.000931308351809633,0.009884259724062476
WP012024,EWINIAR,2024,11,12,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.3057000484081956,0.0011770488878162092,0.012159636471612674
WP012024,EWINIAR,2024,12,13,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.3232977048274214,0.001210966003087741,0.016615873939413415
WP012024,EWINIAR,2024,13,14,1,0.00423728813559322,1,0,0.0,0.0,0.0,1,1,0,0.3232977048274214,0.0012119224829223814,0.016615873939413415
WP012024,EWINIAR,2024,14,15,2,0.00847457627118644,1,0,0.0,0.0,0.0,1,1,0,0.3232977048274214,0.0012129261461856977,0.016615873939413415
WP012024,EWINIAR,2024,15,16,2,0.00847457627118644,0,0,0.0,0.0,0.0,1,1,0,0.3232977048274214,0.0012145618588069534,0.016615873939413415
WP012024,EWINIAR,2024,16,17,2,0.00847457627118644,0,0,0.0,0.0,0.0,1,1,0,0.3232977048274214,0.0012155541244604248,0.016615873939413415
WP012024,EWINIAR,2024,17,18,2,0.00847457627118644,0,0,0.0,0.0,0.0,1,1,0,0.3232977048274214,0.0012157363816161092,0.016615873939413415
WP012024,EWINIAR,2024,18,19,3,0.012711864406779662,1,1,0.005208333333333333,97327.97871303558,0.0006297291038247464,2,1,1,0.3232977048274214,0.0012158355971092038,0.016615873939413415
WP012024,EWINIAR,2024,19,20,3,0.012711864406779662,0,1,0.005208333333333333,97327.97871303558,0.0006297291038247464,2,1,1,0.3232977048274214,0.0012158355971092038,0.016615873939413415
WP012024,EWINIAR,2024,20,21,3,0.012711864406779662,0,1,0.005208333333333333,97327.97871303558,0.0006297291038247464,2,1,1,0.3232977048274214,0.0012158355971092038,0.016615873939413415
WP012024,EWINIAR,2024,21,22,3,0.012711864406779662,0,1,0.005208333333333333,97327.97871303558,0.0006297291038247464,2,1,1,0.3232977048274214,0.0012158355971092038,0.016615873939413415
WP012024,EWINIAR,2024,22,23,3,0.012711864406779662,0,1,0.005208333333333333,97327.97871303558,0.0006297291038247464,2,1,1,0.3232977048274214,0.0012158355971092038,0.016615873939413415
WP012024,EWINIAR,2024,23,24,3,0.012711864406779662,0,1,0.005208333333333333,97327.97871303558,0.0006297291038247464,2,1,1,0.3232977048274214,0.0012158355971092038,0.016615873939413415
WP012024,EWINIAR,2024,24,25,3,0.012711864406779662,0,1,0.005208333333333333,97327.97871303558,0.0006297291038247464,2,1,1,0.3232977048274214,0.0012158355971092038,0.016615873939413415
WP012024,EWINIAR,2024,25,26,4,0.01694915254237288,1,1,0.005208333333333333,97327.97871303558,0.0006297291038247464,3,2,1,0.3232977048274214,0.0012158355971092038,0.016615873939413415
WP012024,EWINIAR,2024,26,27,4,0.01694915254237288,0,1,0.005208333333333333,97327.97871303558,0.0006297291038247464,3,2,1,0.3232977048274214,0.0012158355971092038,0.016615873939413415
