storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components
WP102013,MANGKHUT,2013,0,1,0,0.0,0,0.0,0.0,0.0,1
WP102013,MANGKHUT,2013,1,2,0,0.0,0,0.0,0.0,0.0,1
