storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP182022,NORU,2022,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP182022,NORU,2022,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0
WP182022,NORU,2022,2,3,0,0.0,0,0.0,0.0,0.0,1,0.0
WP182022,NORU,2022,3,4,0,0.0,0,0.0,0.0,0.0,1,0.0
WP182022,NORU,2022,4,5,0,0.0,0,0.0,0.0,0.0,1,0.0
WP182022,NORU,2022,5,6,0,0.0,0,0.0,0.0,0.0,1,0.0
WP182022,NORU,2022,6,7,0,0.0,0,0.0,0.0,0.0,1,0.0
WP182022,NORU,2022,7,8,0,0.0,0,0.0,0.0,0.0,1,0.014093602255140345
WP182022,NORU,2022,8,9,0,0.0,0,0.0,0.0,0.0,1,0.03163239837399678
WP182022,NORU,2022,9,10,0,0.0,0,0.0,0.0,0.0,1,0.07346417067179954
WP182022,NORU,2022,10,11,0,0.0,0,0.0,0.0,0.0,1,0.07346417067179954
WP182022,NORU,2022,11,12,0,0.0,0,0.0,0.0,0.0,1,0.07786577849627528
WP182022,NORU,2022,12,13,0,0.0,0,0.0,0.0,0.0,1,0.29664743349067224
WP182022,NORU,2022,13,14,2,0.00847457627118644,0,0.0,0.0,0.0,2,0.5746240327987747
WP182022,NORU,2022,14,15,2,0.00847457627118644,0,0.0,0.0,0.0,2,0.5746240327987747
WP182022,NORU,2022,15,16,2,0.00847457627118644,0,0.0,0.0,0.0,2,0.5746240327987747
WP182022,NORU,2022,16,17,2,0.00847457627118644,0,0.0,0.0,0.0,2,0.5746240327987747
WP182022,NORU,2022,17,18,2,0.00847457627118644,0,0.0,0.0,0.0,2,0.5746240327987747
WP182022,NORU,2022,18,19,2,0.00847457627118644,0,0.0,0.0,0.0,2,0.5746240327987747
WP182022,NORU,2022,19,20,2,0.00847457627118644,0,0.0,0.0,0.0,2,0.5746240327987747
