storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP122003,KROVANH,2003,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP122003,KROVANH,2003,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP122003,KROVANH,2003,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP122003,KROVANH,2003,3,4,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.06668452010100295,5.1585895361201354e-05,0.0001666115898618904
WP122003,KROVANH,2003,4,5,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.4689884150688454,0.0016511142059297407,0.18874147900107688
WP122003,KROVANH,2003,5,6,1,0.00423728813559322,1,0,0.0,0.0,0.0,1,1,0,0.4689884150688454,0.0029735385925654745,0.18874147900107688
WP122003,KROVANH,2003,6,7,2,0.00847457627118644,1,0,0.0,0.0,0.0,1,1,0,0.4689884150688454,0.0029735385925654745,0.18874147900107688
WP122003,KROVANH,2003,7,8,2,0.00847457627118644,0,0,0.0,0.0,0.0,1,1,0,0.4689884150688454,0.0029735385925654745,0.18874147900107688
WP122003,KROVANH,2003,8,9,3,0.012711864406779662,1,1,0.005208333333333333,2117531.6196603477,0.013700801216687309,2,1,1,0.4689884150688454,0.0029735385925654745,0.18874147900107688
