storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step
WP152010,MEGI,2010,0,1,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP152010,MEGI,2010,1,2,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP152010,MEGI,2010,2,3,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP152010,MEGI,2010,3,4,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP152010,MEGI,2010,4,5,0,0.0,0,0.0,0.0,0.0,1,1,0,0.12536611315185356
WP152010,MEGI,2010,5,6,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,6,7,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,7,8,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,8,9,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,9,10,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,10,11,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,11,12,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,12,13,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,13,14,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,14,15,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,15,16,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,16,17,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,17,18,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,18,19,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,19,20,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,20,21,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
WP152010,MEGI,2010,21,22,3,0.012711864406779662,2,0.010416666666666666,3358329.158587277,0.021728979059774008,3,1,2,0.7019491587867956
