storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP072008,FENGSHEN,2008,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP072008,FENGSHEN,2008,1,2,0,0.0,0,0.0,0.0,0.0,1,0.05009436827768509
WP072008,FENGSHEN,2008,2,3,0,0.0,0,0.0,0.0,0.0,1,0.44024311278405154
WP072008,FENGSHEN,2008,3,4,0,0.0,0,0.0,0.0,0.0,1,0.47007356124493854
WP072008,FENGSHEN,2008,4,5,0,0.0,0,0.0,0.0,0.0,1,0.47007356124493854
WP072008,FENGSHEN,2008,5,6,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,6,7,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,7,8,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,8,9,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,9,10,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,10,11,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,11,12,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,12,13,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,13,14,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,14,15,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,15,16,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
WP072008,FENGSHEN,2008,16,17,1,0.00423728813559322,0,0.0,0.0,0.0,2,0.6095597028731299
