storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step
WP182006,XANGSANE,2006,0,1,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP182006,XANGSANE,2006,1,2,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP182006,XANGSANE,2006,2,3,0,0.0,0,0.0,0.0,0.0,1,1,0,0.0
WP182006,XANGSANE,2006,3,4,0,0.0,0,0.0,0.0,0.0,1,1,0,0.03185778943127665
WP182006,XANGSANE,2006,4,5,0,0.0,0,0.0,0.0,0.0,1,1,0,0.06185092857531574
WP182006,XANGSANE,2006,5,6,0,0.0,0,0.0,0.0,0.0,1,1,0,0.15659350921976442
WP182006,XANGSANE,2006,6,7,0,0.0,0,0.0,0.0,0.0,1,1,0,0.2182568066605854
WP182006,XANGSANE,2006,7,8,7,0.029661016949152543,4,0.020833333333333332,5758143.456968188,0.03725619874981795,7,3,4,0.7345725056160628
WP182006,XANGSANE,2006,8,9,8,0.03389830508474576,4,0.020833333333333332,5758143.456968188,0.03725619874981795,7,3,4,0.7345725056160628
WP182006,XANGSANE,2006,9,10,19,0.08050847457627118,11,0.057291666666666664,13339105.405585408,0.08630635305444884,16,7,9,0.7345725056160628
WP182006,XANGSANE,2006,10,11,41,0.17372881355932204,17,0.08854166666666667,16205709.37894857,0.10485378386557143,29,14,15,0.7345725056160628
WP182006,XANGSANE,2006,11,12,41,0.17372881355932204,17,0.08854166666666667,16205709.37894857,0.10485378386557143,29,14,15,0.7345725056160628
WP182006,XANGSANE,2006,12,13,41,0.17372881355932204,17,0.08854166666666667,16205709.37894857,0.10485378386557143,29,14,15,0.7345725056160628
WP182006,XANGSANE,2006,13,14,41,0.17372881355932204,17,0.08854166666666667,16205709.37894857,0.10485378386557143,29,14,15,0.7345725056160628
