storm_id,storm_name,year,peak_t,peak_affected_population_proxy,peak_affected_population_share_proxy,peak_n_unserved_buses,peak_unserved_bus_share,peak_n_failed_lines_cumulative,peak_failed_line_share_cumulative,final_affected_population_proxy,final_n_unserved_buses,final_n_failed_lines_cumulative,n_timesteps,peak_affected_population_proxy_norm,peak_n_failed_lines_norm,peak_n_unserved_buses_norm,grid_impact_index_v5r_stoch,rank_index
WP272018,BARIJAT,2018,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,172
WP132018,UNNAMED,2018,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,173
WP112018,SON-TINH,2018,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,174
WP082018,GAEMI,2018,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,175
WP072018,UNNAMED,2018,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,176
WP062018,MALIKSI,2018,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,177
WP022018,SANBA,2018,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,178
WP332017,TEMBIN,2017,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,179
WP322017,KAI-TAK,2017,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,19,0.0,0.0,0.0,0.0,180
WP282019,FUNG-WONG,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,181
WP132020,NOUL,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,182
WP172020,LINFA,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,183
WP182020,NANGKA,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,184
WP212020,MOLAVE,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,185
WP232020,ATSANI,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,186
WP242020,ETAU,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,187
WP062019,DANAS,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,188
WP082019,WIPHA,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,189
WP272019,KALMAEGI,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,31,0.0,0.0,0.0,0.0,190
WP122019,BAILU,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,191
WP132019,PODUL,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,192
WP152019,LINGLING,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,193
WP162019,KAJIKI,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,194
WP192019,MITAG,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,195
WP212019,NEOGURI,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,196
WP232019,BULBUL:MATMO,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,197
WP252019,NAKRI,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,198
WP102019,LEKIMA,2019,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,199
WP242005,BOLAVEN,2005,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,200
WP232005,TEMBIN,2005,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,201
WP222005,KAI-TAK,2005,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,202
WP172005,DAMREY,2005,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,203
WP162005,VICENTE,2005,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,204
WP132005,TALIM,2005,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,205
WP102005,SANVU,2005,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,206
WP092005,MATSA,2005,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,207
WP052005,HAITANG,2005,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,208
WP172007,KROSA,2007,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,209
WP162007,LEKIMA,2007,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,210
WP152007,FRANCISCO,2007,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,211
WP092007,SEPAT,2007,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,212
WP082007,WUTIP,2007,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,213
WP102014,MATMO,2014,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,214
WP122006,SONAMU,2006,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,215
WP102006,BOPHA,2006,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,216
WP072006,PRAPIROON,2006,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,217
WP192008,JANGMI,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,218
WP182008,HAGUPIT,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,219
WP152008,SINLAKU,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,18,0.0,0.0,0.0,0.0,220
WP102008,KAMMURI,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,221
WP092008,FUNG-WONG,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,222
WP082008,KALMAEGI,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,23,0.0,0.0,0.0,0.0,223
WP042008,MATMO,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,224
WP022008,NEOGURI,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,225
WP012008,UNNAMED,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,226
WP232007,HAGIBIS,2007,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,227
WP222009,LUPIT,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,228
WP172009,KETSANA,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,229
WP072007,PABUK,2007,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,230
WP022000,LONGWANG,2000,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,231
WP032000,UNNAMED,2000,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,232
WP032022,MEGI,2022,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,29,0.0,0.0,0.0,0.0,233
WP262021,UNNAMED,2021,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,234
WP242021,KOMPASU,2021,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,235
WP222021,LIONROCK,2021,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,236
WP212021,DIANMU,2021,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,237
WP102001,YUTU,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,238
WP062001,UTOR,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,239
WP052001,DURIAN,2001,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,240
WP042000,UNNAMED,2000,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,241
WP182023,JELAWAT,2023,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,17,0.0,0.0,0.0,0.0,242
WP142023,KOINU,2023,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,29,0.0,0.0,0.0,0.0,243
WP102023,HAIKUI,2023,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,244
WP252005,UNNAMED,2005,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,245
WP042023,TALIM,2023,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,246
WP022023,MAWAR,2023,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,24,0.0,0.0,0.0,0.0,247
WP292022,PAKHAR,2022,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,248
WP252022,UNNAMED,2022,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,21,0.0,0.0,0.0,0.0,249
WP142022,MUIFA,2022,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,250
WP122022,HINNAMNOR,2022,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,251
WP072020,MEKKHALA,2020,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,252
WP182000,BILIS,2000,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,253
WP102000,BOLAVEN,2000,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,254
WP072000,UNNAMED,2000,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,255
WP162003,CHOI-WAN,2003,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,256
WP062006,KAEMI,2006,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,257
WP052006,BILIS,2006,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,258
WP042006,EWINIAR,2006,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,259
WP032006,JELAWAT,2006,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,260
WP052023,DOKSURI,2023,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,33,0.0,0.0,0.0,0.0,261
WP242009,UNNAMED,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,262
WP152012,TEMBIN,2012,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,24,0.0,0.0,0.0,0.0,263
WP142012,KAI-TAK,2012,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,264
WP102012,SAOLA,2012,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,17,0.0,0.0,0.0,0.0,265
WP072012,DOKSURI,2012,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,266
WP062012,TALIM,2012,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,267
WP052012,GUCHOL,2012,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,268
WP012012,UNNAMED,2012,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,269
WP272011,WASHI,2011,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,270
WP262011,UNNAMED,2011,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,271
WP122013,TRAMI,2013,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,272
WP102013,MANGKHUT,2013,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,273
WP092013,JEBI,2013,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,274
WP082013,CIMARON,2013,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,275
WP162009,KOPPU,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,276
WP042013,LEEPI,2013,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,277
WP022013,SHANSHAN,2013,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,278
WP012013,SONAMU,2013,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,279
WP272012,WUKONG,2012,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,280
WP252012,UNNAMED,2012,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,281
WP212012,GAEMI,2012,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,282
WP132014,FENGSHEN,2014,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,283
WP132021,LUPIT,2021,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,284
WP082014,NEOGURI,2014,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,285
WP072014,HAGIBIS,2014,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,286
WP042014,UNNAMED,2014,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,287
WP022014,KAJIKI,2014,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,288
WP012014,LINGLING,2014,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,289
WP322013,PODUL,2013,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,290
WP302013,UNNAMED,2013,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,291
WP052013,BEBINCA,2013,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,292
WP142009,MUJIGAE,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,293
WP082009,GONI,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,294
WP072009,MOLAVE,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,13,0.0,0.0,0.0,0.0,295
WP062009,UNNAMED,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,296
WP052009,SOUDELOR,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,297
WP042009,NANGKA,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,298
WP032009,LINFA,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,26,0.0,0.0,0.0,0.0,299
WP012009,KUJIRA,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,14,0.0,0.0,0.0,0.0,300
WP262008,NOUL,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,301
WP242008,MAYSAK,2008,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,19,0.0,0.0,0.0,0.0,302
WP072011,MEARI,2011,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,303
WP062011,HAIMA,2011,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,304
WP052011,SARIKA,2011,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,11,0.0,0.0,0.0,0.0,305
WP032011,AERE,2011,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,16,0.0,0.0,0.0,0.0,306
WP182003,UNNAMED,2003,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,307
WP122010,FANAPI,2010,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,308
WP112010,MERANTI,2010,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,309
WP062010,MINDULLE,2010,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,310
WP052010,DIANMU,2010,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,8,0.0,0.0,0.0,0.0,311
WP042010,CHANTHU,2010,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,12,0.0,0.0,0.0,0.0,312
WP272009,UNNAMED,2009,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,313
WP072002,NOGURI,2002,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,314
WP282004,NOCK-TEN,2004,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,315
WP202004,AERE,2004,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,316
WP122004,KOMPASU,2004,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,10,0.0,0.0,0.0,0.0,317
WP102004,MINDULLE,2004,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,16,0.0,0.0,0.0,0.0,318
WP072004,CONSON,2004,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,20,0.0,0.0,0.0,0.0,319
WP042004,NIDA,2004,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,15,0.0,0.0,0.0,0.0,320
WP272003,UNNAMED,2003,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,7,0.0,0.0,0.0,0.0,321
WP222003,UNNAMED,2003,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.0,322
WP162010,CHABA,2010,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,323
