storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP012001,UNNAMED,2001,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.013821853927140172,5.0285642842632916e-05,6.434373575550698e-05
WP012001,UNNAMED,2001,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.033556038847725234,5.24486983670737e-05,9.1783034389651e-05
WP012001,UNNAMED,2001,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.1464527919769205,7.860428990405657e-05,0.0006999162270690467
WP012001,UNNAMED,2001,3,4,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,8.990120612283498e-05,0.0007038600101768225
WP012001,UNNAMED,2001,4,5,1,0.00423728813559322,1,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,9.943764381535479e-05,0.0007038600101768225
WP012001,UNNAMED,2001,5,6,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.0001075956745409571,0.0007038600101768225
WP012001,UNNAMED,2001,6,7,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.0001075956745409571,0.0007038600101768225
WP012001,UNNAMED,2001,7,8,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.0001075956745409571,0.0007038600101768225
WP012001,UNNAMED,2001,8,9,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.0001075956745409571,0.0007038600101768225
WP012001,UNNAMED,2001,9,10,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.0001075956745409571,0.0007038600101768225
WP012001,UNNAMED,2001,10,11,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.00010774773275113341,0.0007038600101768225
WP012001,UNNAMED,2001,11,12,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.00010796043623245556,0.0007038600101768225
WP012001,UNNAMED,2001,12,13,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.00010850798317717168,0.0007038600101768225
WP012001,UNNAMED,2001,13,14,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.00010930942448671635,0.0007038600101768225
WP012001,UNNAMED,2001,14,15,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.00011043444983186798,0.0007038600101768225
WP012001,UNNAMED,2001,15,16,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.000111976870367094,0.0007038600101768225
WP012001,UNNAMED,2001,16,17,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.00011289983075728022,0.0007038600101768225
WP012001,UNNAMED,2001,17,18,1,0.00423728813559322,0,0,0.0,0.0,0.0,1,1,0,0.14676516872644058,0.0001134223453212085,0.0007038600101768225
