storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_failed_lines_new,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,n_served_components,n_unserved_components,max_line_hazard_this_step,mean_line_p_fail_this_step,max_line_p_fail_this_step
WP242006,DURIAN,2006,0,1,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP242006,DURIAN,2006,1,2,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.0,5.017216468376421e-05,5.0172164683764205e-05
WP242006,DURIAN,2006,2,3,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.10048590241824053,5.85214841042752e-05,0.0003061118759319241
WP242006,DURIAN,2006,3,4,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0.3166058921454522,0.0002402648591926352,0.014758116994662437
WP242006,DURIAN,2006,4,5,8,0.03389830508474576,8,5,0.026041666666666668,8042343.66824019,0.05203537500541154,7,3,4,0.7318410724618718,0.03317763296447775,0.9634957471734885
WP242006,DURIAN,2006,5,6,8,0.03389830508474576,0,5,0.026041666666666668,8042343.66824019,0.05203537500541154,7,3,4,0.7318410724618718,0.033505323619330174,0.9634957471734885
WP242006,DURIAN,2006,6,7,13,0.05508474576271186,5,6,0.03125,9064871.79017508,0.05865131141317562,10,5,5,0.7318410724618718,0.050722178146511025,0.9634957471734885
WP242006,DURIAN,2006,7,8,13,0.05508474576271186,0,6,0.03125,9064871.79017508,0.05865131141317562,10,5,5,0.7318410724618718,0.050723786279562005,0.9634957471734885
WP242006,DURIAN,2006,8,9,15,0.0635593220338983,2,6,0.03125,9064871.79017508,0.05865131141317562,12,6,6,0.7318410724618718,0.050723786279562005,0.9634957471734885
WP242006,DURIAN,2006,9,10,16,0.06779661016949153,1,6,0.03125,9064871.79017508,0.05865131141317562,13,7,6,0.7318410724618718,0.050723786279562005,0.9634957471734885
WP242006,DURIAN,2006,10,11,16,0.06779661016949153,0,6,0.03125,9064871.79017508,0.05865131141317562,13,7,6,0.7318410724618718,0.050723786279562005,0.9634957471734885
WP242006,DURIAN,2006,11,12,16,0.06779661016949153,0,6,0.03125,9064871.79017508,0.05865131141317562,13,7,6,0.7318410724618718,0.050723786279562005,0.9634957471734885
WP242006,DURIAN,2006,12,13,16,0.06779661016949153,0,6,0.03125,9064871.79017508,0.05865131141317562,13,7,6,0.7318410724618718,0.050723786279562005,0.9634957471734885
