storm_id,expected_pop_affected,expected_infra_loss,expected_network_loss,expected_composite_consequence,mean_p_fail,max_p_fail,n_buses_with_pfail_20,n_buses_with_pfail_50,n_buses_with_pfail_80,storm_name,year,rank,impact_score,rank_functional,rank_shift_functional
WP082013,19972589.56205498,4.235024250518764,2.8428029864747426,4.2523457017161945,0.01480626555455595,0.017593193249929386,0,0,0,CIMARON,2013,155,0.04526210647186106,154,1
WP102000,19975192.719569296,4.234993820011381,2.8428235256977,4.25231933549603,0.014806372529675522,0.019826424285987944,0,0,0,BOLAVEN,2000,156,0.0421893951395689,155,1
WP162009,19968385.168481972,4.233541953222077,2.8418892635062427,4.250857437671267,0.01480150658076168,0.01651698362026678,0,0,0,KOPPU,2009,157,0.037558106571061865,156,1
WP242009,19979957.413752295,4.233381910172653,2.841354509778036,4.250713405256586,0.014798721405093938,0.01649836420214596,0,0,0,UNNAMED,2009,158,0.03694276737688173,157,1
WP112018,19968022.530368812,4.23325211917172,2.8416073997744764,4.250567237096428,0.014800038540492064,0.01690097865373539,0,0,0,SON-TINH,2018,159,0.03583986885723024,158,1
WP162019,19967801.190983515,4.231949359355943,2.840730549181448,4.249264003548372,0.014795471610320042,0.016092659867687414,0,0,0,KAJIKI,2019,160,0.029257181513904426,159,1
WP012019,19971913.743773844,4.2317315232394,2.8407860695545866,4.249050668173051,0.014795760778930139,0.01603932083471777,0,0,0,UNNAMED,2019,161,0.028282311920741484,160,1
WP092023,19970890.369567882,4.231498113699123,2.8398593284580924,4.248818069756517,0.014790934002385897,0.01676397925989033,0,0,0,SAOLA,2023,163,0.02605931305599871,161,2
WP012008,19973879.675124586,4.231352463791502,2.840155796014895,4.248674909829853,0.014792478104244245,0.01594284212394602,0,0,0,UNNAMED,2008,162,0.026151436174981404,162,0
WP082009,19968628.460750937,4.231078833867238,2.8402635544683426,4.248394206422213,0.014793039346189285,0.01566239753836103,0,0,0,GONI,2009,164,0.024631338517977844,163,1
WP262021,19971895.333969515,4.2308020708418175,2.839921991179126,4.248121405020494,0.014791260370724613,0.015895994717975766,0,0,0,UNNAMED,2021,165,0.023033413353849987,164,1
WP082020,19965861.858080253,4.229099094775246,2.8384479782703185,4.246411525656919,0.014783583220157909,0.01556770663712117,0,0,0,HIGOS,2020,166,0.013538065858054891,165,1
WP142009,19968973.955584668,4.228480510684476,2.837812726637521,4.245797427770814,0.014780274617903754,0.015140544006241562,0,0,0,MUJIGAE,2009,167,0.010174772855275013,166,1
WP102004,19965178.831287824,4.228121474489397,2.8376907894531485,4.245433106578994,0.014779639528401814,0.015850736037992415,0,0,0,MINDULLE,2004,168,0.007925803589532314,167,1
WP232001,19964965.302029245,4.227419586632204,2.8371635903586463,4.244730947010626,0.014776893699784617,0.01532353694349059,0,0,0,LEKIMA,2001,169,0.004113533810389978,168,1
WP062011,19964988.272606965,4.227354867242492,2.8371134935689017,4.244666254020925,0.014776632779004697,0.01509031705549876,0,0,0,HAIMA,2011,170,0.003784300126230797,169,1
WP232002,19964955.178388353,4.227241803268368,2.8370285240928794,4.244553149410341,0.014776190229650413,0.014999757446532194,0,0,0,HAGUPIT,2002,171,0.003148715627590268,170,1
WP142008,19965339.21677585,4.227178429608065,2.8369922286149887,4.24449022634418,0.014776001190703067,0.015152175199832967,0,0,0,UNNAMED,2008,172,0.00277295468783025,171,1
WP022004,19965614.285825785,4.227118656522499,2.8369350441513097,4.2444308143845575,0.014775703354954739,0.015094990736153873,0,0,0,UNNAMED,2004,173,0.002439544265350178,172,1
WP072012,19964845.629791692,4.22702621435648,2.8368681222073753,4.244337426473241,0.014775354803163413,0.015028068792219618,0,0,0,DOKSURI,2012,174,0.0019200944803964629,173,1
WP032000,19964893.080081604,4.227002662020448,2.8368485304482376,4.244313933220869,0.014775252762751238,0.015008477033081686,0,0,0,UNNAMED,2000,175,0.0017875347967543506,174,1
WP042023,19965451.91977332,4.226996196847401,2.8368138460806342,4.244308281704168,0.014775072115003304,0.014973792665478197,0,0,0,TALIM,2023,176,0.0017528079968828043,175,1
WP282017,19964970.374077953,4.226909185576814,2.8367894195593233,4.24422053421896,0.014774944893538143,0.014949366144167255,0,0,0,DAMREY,2017,177,0.0012589604108176919,176,1
WP092012,19964985.927937273,4.226887953448342,2.836768257652904,4.24419932762025,0.014774834675275543,0.014928204237748332,0,0,0,VICENTE,2012,178,0.0011389047351968943,177,1
WP012014,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,LINGLING,2014,192,0.0,178,14
WP012012,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2012,193,0.0,179,14
WP102003,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MORAKOT,2003,231,0.0,180,51
WP102001,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,YUTU,2001,232,0.0,181,51
WP102008,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KAMMURI,2008,229,0.0,182,47
WP102006,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,BOPHA,2006,230,0.0,183,47
WP102013,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MANGKHUT,2013,181,0.0,184,-3
WP102014,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MATMO,2014,183,0.0,185,-2
WP102017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,ROKE,2017,182,0.0,186,-4
WP102012,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SAOLA,2012,180,0.0,187,-7
WP102019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,LEKIMA,2019,187,0.0,188,-1
WP102023,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,HAIKUI,2023,184,0.0,189,-5
WP092005,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MATSA,2005,228,0.0,190,38
WP322000,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2000,190,0.0,191,-1
WP092020,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,BAVI,2020,188,0.0,192,-4
WP092007,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SEPAT,2007,233,0.0,193,40
WP092008,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,FUNG-WONG,2008,195,0.0,194,1
WP022001,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2001,191,0.0,195,-4
WP162002,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KAMMURI,2002,198,0.0,196,2
WP162003,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,CHOI-WAN,2003,199,0.0,197,2
WP152017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,HATO,2017,203,0.0,198,5
WP152019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,LINGLING,2019,200,0.0,199,1
WP152016,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NAMTHEUN,2016,202,0.0,200,2
WP152012,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,TEMBIN,2012,201,0.0,201,0
WP152007,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,FRANCISCO,2007,204,0.0,202,2
WP152008,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SINLAKU,2008,207,0.0,203,4
WP142014,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2014,208,0.0,204,4
WP142013,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KONG-REY,2013,211,0.0,205,6
WP142023,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KOINU,2023,205,0.0,206,-1
WP142022,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MUIFA,2022,206,0.0,207,-1
WP132015,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SOUDELOR,2015,219,0.0,208,11
WP132021,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,LUPIT,2021,210,0.0,209,1
WP142003,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,DUJUAN,2003,209,0.0,210,-1
WP142006,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SHANSHAN,2006,215,0.0,211,4
WP122017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,HAITANG,2017,227,0.0,212,15
WP122015,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2015,226,0.0,213,13
WP122022,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,HINNAMNOR,2022,212,0.0,214,-2
WP122019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,BAILU,2019,214,0.0,215,-1
WP132005,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,TALIM,2005,217,0.0,216,1
WP132014,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,FENGSHEN,2014,218,0.0,217,1
WP132001,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,USAGI,2001,213,0.0,218,-5
WP132003,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,VAMCO,2003,216,0.0,219,-3
WP122013,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,TRAMI,2013,225,0.0,220,5
WP122010,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,FANAPI,2010,224,0.0,221,3
WP112002,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NAKRI,2002,186,0.0,222,-36
WP112001,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,TORAJI,2001,185,0.0,223,-38
WP112010,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MERANTI,2010,220,0.0,224,-4
WP112017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NESAT,2017,221,0.0,225,-4
WP122004,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KOMPASU,2004,222,0.0,226,-4
WP122006,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SONAMU,2006,223,0.0,227,-4
WP022003,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KUJIRA,2003,194,0.0,228,-34
WP312017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KIROGI,2017,179,0.0,229,-50
WP092013,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,JEBI,2013,189,0.0,230,-41
WP082017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SONCA,2017,247,0.0,231,16
WP072003,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SOUDELOR,2003,274,0.0,232,42
WP082019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,WIPHA,2019,245,0.0,233,12
WP082018,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,GAEMI,2018,244,0.0,234,10
WP192008,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,JANGMI,2008,235,0.0,235,0
WP202016,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MEGI,2016,236,0.0,236,0
WP202013,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,WUTIP,2013,243,0.0,237,6
WP062018,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MALIKSI,2018,280,0.0,238,42
WP212000,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MARIA,2000,237,0.0,239,-2
WP082014,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NEOGURI,2014,246,0.0,240,6
WP072021,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2021,254,0.0,241,13
WP192000,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KAEMI,2000,238,0.0,242,-4
WP172013,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,USAGI,2013,250,0.0,243,7
WP182017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MAWAR,2017,239,0.0,244,-5
WP182016,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MALAKAS,2016,241,0.0,245,-4
WP182012,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,JELAWAT,2012,240,0.0,246,-6
WP182003,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2003,252,0.0,247,5
WP182000,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,BILIS,2000,249,0.0,248,1
WP072020,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MEKKHALA,2020,255,0.0,249,6
WP072014,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,HAGIBIS,2014,258,0.0,250,8
WP072018,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2018,259,0.0,251,8
WP082008,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KALMAEGI,2008,256,0.0,252,4
WP082007,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,WUTIP,2007,253,0.0,253,0
WP182001,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,FITOW,2001,242,0.0,254,-12
WP172020,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,LINFA,2020,248,0.0,255,-7
WP162016,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MERANTI,2016,257,0.0,256,1
WP162015,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,GONI,2015,196,0.0,257,-61
WP172007,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KROSA,2007,251,0.0,258,-7
WP162010,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,CHABA,2010,197,0.0,259,-62
WP052006,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,BILIS,2006,293,0.0,260,33
WP222017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2017,262,0.0,261,1
WP222009,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,LUPIT,2009,265,0.0,262,3
WP232000,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,WUKONG,2000,263,0.0,263,0
WP222005,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KAI-TAK,2005,267,0.0,264,3
WP212012,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,GAEMI,2012,271,0.0,265,6
WP212019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NEOGURI,2019,270,0.0,266,4
WP222016,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,AERE,2016,264,0.0,267,-3
WP072010,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,LIONROCK,2010,268,0.0,268,0
WP072009,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MOLAVE,2009,272,0.0,269,3
WP072007,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,PABUK,2007,275,0.0,270,5
WP072011,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MEARI,2011,269,0.0,271,-2
WP062019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,DANAS,2019,281,0.0,272,9
WP072001,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,TRAMI,2001,279,0.0,273,6
WP072002,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NOGURI,2002,273,0.0,274,-1
WP212021,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,DIANMU,2021,266,0.0,275,-9
WP192019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MITAG,2019,277,0.0,276,1
WP192017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,GUCHOL,2017,234,0.0,277,-43
WP202004,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,AERE,2004,278,0.0,278,0
WP192021,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,CHANTHU,2021,276,0.0,279,-3
WP062002,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2002,282,0.0,280,2
WP052020,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,JANGMI,2020,288,0.0,281,7
WP062006,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,KAEMI,2006,283,0.0,282,1
WP062003,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NANGKA,2003,302,0.0,283,19
WP062010,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MINDULLE,2010,285,0.0,284,1
WP062009,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2009,286,0.0,285,1
WP052017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NANMADOL,2017,287,0.0,286,1
WP052013,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,BEBINCA,2013,289,0.0,287,2
WP052010,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,DIANMU,2010,291,0.0,288,3
WP052012,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,GUCHOL,2012,290,0.0,289,1
WP232020,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,ATSANI,2020,260,0.0,290,-30
WP232019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,BULBUL:MATMO,2019,261,0.0,291,-30
WP042008,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MATMO,2008,308,0.0,292,16
WP052005,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,HAITANG,2005,294,0.0,293,1
WP052001,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,DURIAN,2001,295,0.0,294,1
WP042019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2019,297,0.0,295,2
WP042017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MERBOK,2017,296,0.0,296,0
WP042011,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SONGDA,2011,301,0.0,297,4
WP042012,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MAWAR,2012,299,0.0,298,1
WP042013,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,LEEPI,2013,298,0.0,299,-1
WP062012,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,TALIM,2012,284,0.0,300,-16
WP252012,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2012,300,0.0,301,-1
WP032020,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,HAGUPIT,2020,306,0.0,302,4
WP032015,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,BAVI,2015,303,0.0,303,0
WP262017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2017,307,0.0,304,3
WP252019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NAKRI,2019,292,0.0,305,-13
WP262011,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2011,304,0.0,306,-2
WP252022,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2022,305,0.0,307,-2
WP272018,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,BARIJAT,2018,316,0.0,308,8
WP042006,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,EWINIAR,2006,309,0.0,309,0
WP042001,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,CHEBI,2001,310,0.0,310,0
WP042000,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2000,311,0.0,311,0
WP022017,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2017,312,0.0,312,0
WP022021,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SURIGAE,2021,313,0.0,313,0
WP022023,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,MAWAR,2023,314,0.0,314,0
WP022016,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NEPARTAK,2016,315,0.0,315,0
WP292001,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2001,320,0.0,316,4
WP282001,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,UNNAMED,2001,317,0.0,317,0
WP282004,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,NOCK-TEN,2004,318,0.0,318,0
WP282019,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,FUNG-WONG,2019,319,0.0,319,0
WP342000,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,SOULIK,2000,322,0.0,320,2
WP292022,19964742.738201104,4.226688001417788,2.8366140851084287,4.243999088370233,0.014774031693273066,0.014774031693273067,0,0,0,PAKHAR,2022,321,0.0,321,0
