storm_id,expected_pop_affected,expected_infra_loss,expected_network_loss,expected_composite_consequence,mean_p_fail,max_p_fail,n_buses_with_pfail_20,n_buses_with_pfail_50,n_buses_with_pfail_80,storm_name,year,rank,impact_score,rank_functional,rank_shift_functional
WP282015,29506969.995377675,6.146318607223246,3.9986194029717335,6.203684716897073,0.02082614272381111,0.14091857981510356,0,0,0,MELOR,2015,19,5.427517666077606,25,-6
WP202011,23668995.55856493,6.11445387536242,4.272746045482772,6.185865018787559,0.022253885653556103,0.5911842642402388,3,1,0,NESAT,2011,38,2.6438691341830425,26,12
WP232006,25705556.102382135,6.053809371548179,4.121727731144234,6.1124912983379565,0.021467331933042885,0.2982112790911118,1,0,0,CHEBI,2006,26,3.7508235935669596,27,-1
WP212008,31201489.491250165,5.9605449382836655,3.829732854667276,6.019271606190335,0.019946525284725396,0.10148740604831079,0,0,0,HIGOS,2008,17,5.645835556423365,28,-11
WP222014,27481583.827119496,5.8773693081577045,3.9139787284269754,5.918346117246834,0.02038530587722383,0.19652532028540606,0,0,0,HAGUPIT,2014,22,5.166399239434405,29,-7
WP012020,26096880.645960983,5.670436486143886,3.785237834850074,5.7052904920385625,0.019714780389844134,0.17577363517330852,0,0,0,VONGFONG,2020,23,4.819594120650786,30,-7
WP222011,21977405.515769247,5.637249945219051,3.9122257908891114,5.681862927836617,0.02037617599421412,0.7081119807933722,1,1,0,NALGAE,2011,41,2.3116607248982994,31,10
WP022009,22931981.828693815,5.459240318664802,3.7362906521075496,5.501603672247618,0.019459847146393486,0.38463374150101165,1,0,0,CHAN-HOM,2009,39,2.624503687482578,32,7
WP192009,20819578.577673085,5.424061015997312,3.728697828401227,5.4468216101206,0.019420301189589723,0.30744237031929633,2,0,0,PARMA,2009,45,2.1079564464694585,33,12
WP262012,22565221.289912872,5.334290820633517,3.717759995305454,5.361475102164642,0.019363333308882572,0.1476266841497514,0,0,0,BOPHA,2012,35,3.0095757407385246,34,1
WP302016,23581161.307898857,5.268435016576052,3.4949445147475893,5.298652779122269,0.018202836014310362,0.13962606218352183,0,0,0,NOCK-TEN,2016,33,3.080071049945065,35,-2
WP302017,26675558.38087922,5.215091698163979,3.3961850146240997,5.250051790417539,0.01768846361783385,0.05150960464921358,0,0,0,HAIKUI,2017,25,4.0540998688154355,36,-11
