storm_id,storm_name,year,t,n_track_points_used,n_failed_lines_cumulative,failed_line_share_cumulative,n_unserved_buses,unserved_bus_share,affected_population_proxy,affected_population_share_proxy,n_components,max_line_hazard_this_step
WP162014,FUNG-WONG,2014,0,1,0,0.0,0,0.0,0.0,0.0,1,0.0
WP162014,FUNG-WONG,2014,1,2,0,0.0,0,0.0,0.0,0.0,1,0.0
WP162014,FUNG-WONG,2014,2,3,0,0.0,0,0.0,0.0,0.0,1,0.021072027560962533
WP162014,FUNG-WONG,2014,3,4,0,0.0,0,0.0,0.0,0.0,1,0.054920491156785316
WP162014,FUNG-WONG,2014,4,5,0,0.0,0,0.0,0.0,0.0,1,0.054920491156785316
WP162014,FUNG-WONG,2014,5,6,0,0.0,0,0.0,0.0,0.0,1,0.2041795567481231
WP162014,FUNG-WONG,2014,6,7,0,0.0,0,0.0,0.0,0.0,1,0.2041795567481231
WP162014,FUNG-WONG,2014,7,8,0,0.0,0,0.0,0.0,0.0,1,0.2041795567481231
WP162014,FUNG-WONG,2014,8,9,0,0.0,0,0.0,0.0,0.0,1,0.2041795567481231
WP162014,FUNG-WONG,2014,9,10,0,0.0,0,0.0,0.0,0.0,1,0.2041795567481231
WP162014,FUNG-WONG,2014,10,11,0,0.0,0,0.0,0.0,0.0,1,0.2041795567481231
WP162014,FUNG-WONG,2014,11,12,0,0.0,0,0.0,0.0,0.0,1,0.2041795567481231
