storm_id,name,year,n_points_in_box,max_wind_kph_in_box,mean_wind_kph_in_box,min_lat_in_box,max_lat_in_box,min_lon_in_box,max_lon_in_box
WP032022,MEGI,2022,29,74.08,49.6208275862069,10.6975,11.5,123.997,127.0
WP252022,UNNAMED,2022,21,55.56,50.35676190476191,19.9,20.7,116.7,127.4
WP092023,SAOLA,2023,67,250.02,190.81128358208954,16.0,21.8,116.3,125.3
WP052023,DOKSURI,2023,33,237.056,193.78654545454546,15.1,21.8,119.2,127.7
WP142023,KOINU,2023,29,222.24,183.60344827586206,18.8,22.0,116.3,128.0
WP022023,MAWAR,2023,24,194.46,162.59016666666668,17.5,21.9,124.985,127.9
WP102023,HAIKUI,2023,4,157.42000000000002,150.012,21.9,22.0,126.4,127.392
WP042023,TALIM,2023,14,96.304,70.50828571428572,16.8,19.2572,116.065,118.9
WP182023,JELAWAT,2023,17,64.82000000000001,49.541000000000004,7.0975,7.7,116.4,127.1
WP012024,EWINIAR,2024,27,172.23600000000002,112.35466666666667,11.2,18.4,121.4,125.5
