storm_id,name,point_index,time,year,lat,lon,wind_kt,wind_kph,on_land,dist_to_coast_km
WP242006,DURIAN,30,2006-12-02 00:00:00,2006,13.7,117.0,75.0,138.9,False,333.20120522299453
WP242006,DURIAN,31,2006-12-02 06:00:00,2006,13.8,116.3,75.0,138.9,False,408.31727623615507
WP252006,UTOR,11,2006-12-08 18:00:00,2006,11.0,127.6,60.0,111.12,False,195.5851831736224
WP252006,UTOR,12,2006-12-09 00:00:00,2006,11.1,126.4,65.0,120.38000000000001,False,67.90333694281817
WP252006,UTOR,13,2006-12-09 06:00:00,2006,11.3,125.4,65.0,120.38000000000001,True,17.865521321509718
WP252006,UTOR,14,2006-12-09 12:00:00,2006,11.6,124.2,65.0,120.38000000000001,False,12.669498837618171
WP252006,UTOR,15,2006-12-09 18:00:00,2006,11.9,122.7,80.0,148.16,False,32.16397697748164
WP252006,UTOR,16,2006-12-10 00:00:00,2006,12.1,121.6,100.0,185.20000000000002,False,21.182482766984855
WP252006,UTOR,17,2006-12-10 06:00:00,2006,12.4,120.6,90.0,166.68,False,36.55174788751182
WP252006,UTOR,18,2006-12-10 12:00:00,2006,12.7,119.8,65.0,120.38000000000001,False,42.95709631556882
WP252006,UTOR,19,2006-12-10 18:00:00,2006,12.9,119.3,65.0,120.38000000000001,False,90.28085562199392
WP252006,UTOR,20,2006-12-11 00:00:00,2006,13.2,118.6,70.0,129.64000000000001,False,170.10734410017508
WP252006,UTOR,21,2006-12-11 06:00:00,2006,13.5,117.8,70.0,129.64000000000001,False,249.18229067380784
WP252006,UTOR,22,2006-12-11 12:00:00,2006,13.9,117.2,70.0,129.64000000000001,False,311.07865508523435
WP252006,UTOR,23,2006-12-11 18:00:00,2006,14.0,116.4,75.0,138.9,False,397.6427853993745
WP072007,PABUK,10,2007-08-06 18:00:00,2007,21.8,126.5,55.0,101.86,False,476.75736637712123
WP072007,PABUK,11,2007-08-07 00:00:00,2007,21.9,124.9,65.0,120.38000000000001,False,317.1131444379913
WP072007,PABUK,13,2007-08-07 12:00:00,2007,21.9,122.0,70.0,129.64000000000001,False,86.61749673688658
WP072007,PABUK,14,2007-08-07 18:00:00,2007,22.0,120.4,65.0,120.38000000000001,False,187.71980145215997
WP082007,WUTIP,4,2007-08-07 18:00:00,2007,19.8,127.2,30.0,55.56,False,536.8902431779798
WP082007,WUTIP,5,2007-08-08 00:00:00,2007,20.8,125.9,30.0,55.56,False,404.0530066223439
WP082007,WUTIP,6,2007-08-08 06:00:00,2007,21.7,123.7,30.0,55.56,False,192.14033618420765
WP092007,SEPAT,17,2007-08-15 06:00:00,2007,15.9,128.0,130.0,240.76000000000002,False,446.4722205140103
WP092007,SEPAT,18,2007-08-15 12:00:00,2007,16.1,127.6,135.0,250.02,False,422.54142178584846
WP092007,SEPAT,19,2007-08-15 18:00:00,2007,16.6,127.1,140.0,259.28000000000003,False,416.8398210985418
WP092007,SEPAT,20,2007-08-16 00:00:00,2007,17.2,126.6,140.0,259.28000000000003,False,430.1382722359368
WP092007,SEPAT,21,2007-08-16 06:00:00,2007,17.9,126.1,140.0,259.28000000000003,False,388.729938460086
WP092007,SEPAT,22,2007-08-16 12:00:00,2007,18.7,125.6,140.0,259.28000000000003,False,347.94258626160536
WP092007,SEPAT,23,2007-08-16 18:00:00,2007,19.4,124.8,140.0,259.28000000000003,False,284.88170886830557
WP092007,SEPAT,24,2007-08-17 00:00:00,2007,20.2,124.2,135.0,250.02,False,227.90634168599948
WP092007,SEPAT,25,2007-08-17 06:00:00,2007,21.0,123.5,120.0,222.24,False,161.34072882113978
WP092007,SEPAT,26,2007-08-17 12:00:00,2007,21.9,122.8,115.0,212.98000000000002,False,123.27142609395385
WP152007,FRANCISCO,0,2007-09-22 18:00:00,2007,20.4,116.9,20.0,37.04,False,438.83295223388683
WP162007,LEKIMA,0,2007-09-29 06:00:00,2007,15.8,119.4,20.0,37.04,False,41.31754487120948
WP162007,LEKIMA,1,2007-09-29 12:00:00,2007,15.2,118.2,20.0,37.04,False,182.8344576622108
WP162007,LEKIMA,2,2007-09-29 18:00:00,2007,15.1,116.8,20.0,37.04,False,330.31485228868354
WP172007,KROSA,11,2007-10-04 06:00:00,2007,19.2,127.4,120.0,222.24,False,542.807255410995
WP172007,KROSA,12,2007-10-04 12:00:00,2007,19.8,126.7,120.0,222.24,False,486.93426452986694
WP172007,KROSA,13,2007-10-04 18:00:00,2007,20.2,125.8,125.0,231.5,False,393.9227697086951
WP172007,KROSA,14,2007-10-05 00:00:00,2007,20.4,125.2,130.0,240.76000000000002,False,330.1136735162618
WP172007,KROSA,15,2007-10-05 06:00:00,2007,21.0,125.0,130.0,240.76000000000002,False,314.0708001930561
WP172007,KROSA,16,2007-10-05 12:00:00,2007,21.8,124.9,130.0,240.76000000000002,False,314.36593130628313
WP212007,PEIPAH,7,2007-11-03 12:00:00,2007,18.1,127.2,35.0,64.82000000000001,False,507.1318206167571
WP212007,PEIPAH,8,2007-11-03 18:00:00,2007,17.5,126.1,45.0,83.34,False,381.5594032780079
WP212007,PEIPAH,9,2007-11-04 00:00:00,2007,17.0,124.9,50.0,92.60000000000001,False,252.3268987546708
WP212007,PEIPAH,10,2007-11-04 06:00:00,2007,16.8,123.6,60.0,111.12,False,118.64304848981664
WP212007,PEIPAH,11,2007-11-04 12:00:00,2007,16.8,122.5,65.0,120.38000000000001,False,8.252745723759325
WP212007,PEIPAH,12,2007-11-04 18:00:00,2007,17.2,120.9,65.0,120.38000000000001,True,51.42828215274496
WP212007,PEIPAH,13,2007-11-05 00:00:00,2007,17.5,120.0,55.0,101.86,False,35.94783089505815
WP212007,PEIPAH,14,2007-11-05 06:00:00,2007,17.6,119.6,55.0,101.86,False,77.93923943506039
WP212007,PEIPAH,15,2007-11-05 12:00:00,2007,17.7,119.2,55.0,101.86,False,121.21243152663382
WP212007,PEIPAH,16,2007-11-05 18:00:00,2007,18.0,118.8,60.0,111.12,False,168.25431605704148
WP212007,PEIPAH,17,2007-11-06 00:00:00,2007,18.4,118.6,70.0,129.64000000000001,False,200.4173530892284
WP212007,PEIPAH,18,2007-11-06 06:00:00,2007,18.6,118.4,75.0,138.9,False,225.784479818122
WP212007,PEIPAH,19,2007-11-06 12:00:00,2007,18.7,118.2,75.0,138.9,False,249.0345622162745
WP212007,PEIPAH,20,2007-11-06 18:00:00,2007,18.5,117.7,75.0,138.9,False,294.9504808726806
WP212007,PEIPAH,21,2007-11-07 00:00:00,2007,18.3,117.1,70.0,129.64000000000001,False,350.9295291747801
WP212007,PEIPAH,22,2007-11-07 06:00:00,2007,18.0,116.2,65.0,120.38000000000001,False,423.67983651894355
WP232007,HAGIBIS,1,2007-11-18 18:00:00,2007,9.3,127.3,30.0,55.56,False,114.74597213526705
WP232007,HAGIBIS,2,2007-11-19 00:00:00,2007,10.0,126.3,30.0,55.56,False,20.83091321657116
WP232007,HAGIBIS,3,2007-11-19 06:00:00,2007,10.5,125.0,30.0,55.56,True,13.231924494638335
WP232007,HAGIBIS,4,2007-11-19 12:00:00,2007,10.7,123.6,30.0,55.56,False,7.639313284479121
WP232007,HAGIBIS,5,2007-11-19 18:00:00,2007,10.1,122.1,35.0,64.82000000000001,False,38.92107446390586
WP232007,HAGIBIS,6,2007-11-20 00:00:00,2007,9.4,120.8,35.0,64.82000000000001,False,49.77374208095273
WP232007,HAGIBIS,7,2007-11-20 06:00:00,2007,9.3,119.6,35.0,64.82000000000001,False,60.62975765532627
WP232007,HAGIBIS,8,2007-11-20 12:00:00,2007,9.6,118.4,40.0,74.08,True,6.067364585263515
WP232007,HAGIBIS,9,2007-11-20 18:00:00,2007,9.4,117.2,40.0,74.08,False,62.82075952048442
WP232007,HAGIBIS,10,2007-11-21 00:00:00,2007,9.5,116.0,50.0,92.60000000000001,False,170.45276632629455
WP232007,HAGIBIS,32,2007-11-26 12:00:00,2007,11.7,116.9,30.0,55.56,False,266.8920688177883
WP232007,HAGIBIS,33,2007-11-26 18:00:00,2007,11.7,118.0,25.0,46.300000000000004,False,157.72017321639228
WP232007,HAGIBIS,34,2007-11-27 00:00:00,2007,11.9,119.8,25.0,46.300000000000004,False,7.435845086235735
WP232007,HAGIBIS,35,2007-11-27 06:00:00,2007,12.5,121.1,20.0,37.04,True,14.988061924886182
WP232007,HAGIBIS,36,2007-11-27 12:00:00,2007,13.3,123.0,20.0,37.04,False,16.66084625725329
WP242007,MITAG,10,2007-11-22 12:00:00,2007,13.9,127.7,85.0,157.42000000000002,False,300.7808494471975
WP242007,MITAG,11,2007-11-22 18:00:00,2007,13.7,127.2,85.0,157.42000000000002,False,244.85842016146242
WP242007,MITAG,12,2007-11-23 00:00:00,2007,13.7,127.0,90.0,166.68,False,229.00702932295508
WP242007,MITAG,13,2007-11-23 06:00:00,2007,13.8,126.8,90.0,166.68,False,219.76089072896139
WP242007,MITAG,14,2007-11-23 12:00:00,2007,14.0,126.6,90.0,166.68,False,220.22750268640704
WP242007,MITAG,15,2007-11-23 18:00:00,2007,14.2,126.5,95.0,175.94,False,227.65976313507142
WP242007,MITAG,16,2007-11-24 00:00:00,2007,14.4,126.3,90.0,166.68,False,211.46089403881916
WP242007,MITAG,17,2007-11-24 06:00:00,2007,14.8,126.3,85.0,157.42000000000002,False,227.83267244506717
WP242007,MITAG,18,2007-11-24 12:00:00,2007,14.9,125.8,85.0,157.42000000000002,False,188.12433797681823
WP242007,MITAG,19,2007-11-24 18:00:00,2007,15.1,125.2,80.0,148.16,False,154.65961064020473
WP242007,MITAG,20,2007-11-25 00:00:00,2007,15.6,124.7,80.0,148.16,False,175.90881274160435
WP242007,MITAG,21,2007-11-25 06:00:00,2007,16.3,123.9,80.0,148.16,False,166.78270731884746
WP242007,MITAG,22,2007-11-25 12:00:00,2007,17.3,123.3,80.0,148.16,False,84.5723631441782
WP242007,MITAG,23,2007-11-25 18:00:00,2007,17.9,122.2,75.0,138.9,False,10.876480273312325
WP242007,MITAG,24,2007-11-26 00:00:00,2007,18.5,121.1,75.0,138.9,True,13.964050906232604
WP242007,MITAG,25,2007-11-26 06:00:00,2007,19.0,120.5,65.0,120.38000000000001,False,51.290204278942234
WP242007,MITAG,26,2007-11-26 12:00:00,2007,19.7,120.5,65.0,120.38000000000001,False,95.632537860698
WP242007,MITAG,27,2007-11-26 18:00:00,2007,20.0,121.0,55.0,101.86,False,78.22601145280773
WP242007,MITAG,28,2007-11-27 00:00:00,2007,20.1,121.7,45.0,83.34,False,24.89356059451254
WP242007,MITAG,29,2007-11-27 06:00:00,2007,19.8,123.0,40.0,74.08,False,108.25274058747732
WP242007,MITAG,30,2007-11-27 12:00:00,2007,20.1,124.3,40.0,74.08,False,239.94900205935363
WP242007,MITAG,31,2007-11-27 18:00:00,2007,21.4,126.4,30.0,55.56,False,462.0831473316035
WP012008,UNNAMED,0,2008-01-12 06:00:00,2008,12.2,122.8,15.0,27.78,False,19.229958517183597
WP012008,UNNAMED,1,2008-01-12 12:00:00,2008,12.4,121.3,20.0,37.04,True,10.322042867372277
WP012008,UNNAMED,2,2008-01-12 18:00:00,2008,12.3,120.0,20.0,37.04,False,4.161124173179317
WP012008,UNNAMED,3,2008-01-13 00:00:00,2008,12.1,118.8,20.0,37.04,False,106.59149431582256
WP012008,UNNAMED,4,2008-01-13 06:00:00,2008,13.0,118.1,25.0,46.300000000000004,False,207.67149123736687
WP012008,UNNAMED,5,2008-01-13 12:00:00,2008,13.5,117.0,30.0,55.56,False,334.9711436821545
WP012008,UNNAMED,6,2008-01-13 18:00:00,2008,13.2,116.0,30.0,55.56,False,427.0900746545346
WP022008,NEOGURI,0,2008-04-13 00:00:00,2008,8.1,127.0,15.0,27.78,False,58.77091966010567
WP022008,NEOGURI,1,2008-04-13 06:00:00,2008,8.7,125.9,15.0,27.78,True,25.27194199783081
WP022008,NEOGURI,2,2008-04-13 12:00:00,2008,9.2,124.7,15.0,27.78,True,5.6583821546077235
WP022008,NEOGURI,3,2008-04-13 18:00:00,2008,9.5,123.3,20.0,37.04,False,1.7834497045457471
WP022008,NEOGURI,4,2008-04-14 00:00:00,2008,9.5,121.7,30.0,55.56,False,50.48968076825067
WP022008,NEOGURI,5,2008-04-14 06:00:00,2008,9.0,120.2,35.0,64.82000000000001,False,28.154153712287897
WP022008,NEOGURI,6,2008-04-14 12:00:00,2008,9.4,119.0,35.0,64.82000000000001,False,38.83055811282804
WP022008,NEOGURI,7,2008-04-14 18:00:00,2008,9.9,117.8,35.0,64.82000000000001,False,65.45581173824947
WP022008,NEOGURI,8,2008-04-15 00:00:00,2008,10.5,116.9,40.0,74.08,False,176.24698273738034
WP022008,NEOGURI,9,2008-04-15 06:00:00,2008,11.2,116.1,40.0,74.08,False,292.15019512498037
WP042008,MATMO,0,2008-05-13 18:00:00,2008,16.2,125.1,20.0,37.04,False,253.2812210002335
WP042008,MATMO,1,2008-05-14 00:00:00,2008,16.1,124.5,20.0,37.04,False,225.55458820978174
WP042008,MATMO,2,2008-05-14 06:00:00,2008,16.3,123.9,25.0,46.300000000000004,False,166.78270731884746
WP042008,MATMO,3,2008-05-14 12:00:00,2008,16.6,123.6,30.0,55.56,False,126.05933823604903
WP042008,MATMO,4,2008-05-14 18:00:00,2008,17.3,123.7,30.0,55.56,False,126.15631135913695
WP042008,MATMO,5,2008-05-15 00:00:00,2008,18.3,124.1,30.0,55.56,False,187.90510198657026
WP042008,MATMO,6,2008-05-15 06:00:00,2008,19.5,125.2,30.0,55.56,False,327.88502193413524
WP042008,MATMO,7,2008-05-15 12:00:00,2008,20.7,126.4,30.0,55.56,False,455.2910234308403
WP052008,HALONG,1,2008-05-14 12:00:00,2008,11.6,116.0,20.0,37.04,False,333.11044640728676
WP052008,HALONG,2,2008-05-14 18:00:00,2008,11.7,116.4,20.0,37.04,False,310.8310374595611
WP052008,HALONG,3,2008-05-15 00:00:00,2008,11.8,116.8,20.0,37.04,False,280.79536417877716
WP052008,HALONG,4,2008-05-15 06:00:00,2008,12.3,117.2,20.0,37.04,False,265.907869074566
WP052008,HALONG,5,2008-05-15 12:00:00,2008,12.8,117.6,25.0,46.300000000000004,False,253.21608204517253
WP052008,HALONG,6,2008-05-15 18:00:00,2008,13.3,117.2,30.0,55.56,False,310.6057221481457
WP052008,HALONG,7,2008-05-16 00:00:00,2008,13.8,117.1,35.0,64.82000000000001,False,321.95246724119824
WP052008,HALONG,8,2008-05-16 06:00:00,2008,14.4,117.4,40.0,74.08,False,290.8046067232025
WP052008,HALONG,9,2008-05-16 12:00:00,2008,14.8,117.9,50.0,92.60000000000001,False,224.59603476266818
WP052008,HALONG,10,2008-05-16 18:00:00,2008,15.1,118.5,55.0,101.86,False,153.3423189142955
WP052008,HALONG,11,2008-05-17 00:00:00,2008,15.4,118.9,55.0,101.86,False,105.9785656557378
WP052008,HALONG,12,2008-05-17 06:00:00,2008,15.8,119.3,65.0,120.38000000000001,False,51.339323867273706
WP052008,HALONG,13,2008-05-17 12:00:00,2008,16.3,120.1,75.0,138.9,False,10.156266791431708
WP052008,HALONG,14,2008-05-17 18:00:00,2008,16.9,121.0,55.0,101.86,True,61.14835345119254
WP052008,HALONG,15,2008-05-18 00:00:00,2008,17.4,122.1,45.0,83.34,True,14.024568010895477
WP052008,HALONG,16,2008-05-18 06:00:00,2008,18.4,123.3,45.0,83.34,False,103.7378085680376
WP052008,HALONG,17,2008-05-18 12:00:00,2008,19.2,124.6,45.0,83.34,False,257.1286278696166
WP052008,HALONG,18,2008-05-18 18:00:00,2008,20.0,126.1,50.0,92.60000000000001,False,427.50303538032864
WP052008,HALONG,19,2008-05-19 00:00:00,2008,21.1,127.3,55.0,101.86,False,551.9564014858634
WP072008,FENGSHEN,10,2008-06-19 18:00:00,2008,10.7,127.6,65.0,120.38000000000001,False,180.95788038967657
WP072008,FENGSHEN,11,2008-06-20 00:00:00,2008,11.1,126.5,70.0,129.64000000000001,False,78.78707915692017
WP072008,FENGSHEN,12,2008-06-20 06:00:00,2008,11.5,125.3,75.0,138.9,True,21.9712562242536
WP072008,FENGSHEN,13,2008-06-20 12:00:00,2008,11.6,124.3,80.0,148.16,False,5.726810394342395
WP072008,FENGSHEN,14,2008-06-20 18:00:00,2008,11.6,123.5,95.0,175.94,False,36.64435657734654
WP072008,FENGSHEN,15,2008-06-21 00:00:00,2008,11.9,122.7,110.0,203.72,False,32.16397697748164
WP072008,FENGSHEN,16,2008-06-21 06:00:00,2008,12.4,122.2,100.0,185.20000000000002,False,11.085151799513548
WP072008,FENGSHEN,17,2008-06-21 12:00:00,2008,13.0,121.9,85.0,157.42000000000002,False,19.882376090198473
WP072008,FENGSHEN,18,2008-06-21 18:00:00,2008,13.9,121.6,80.0,148.16,True,0.5230088014846803
WP072008,FENGSHEN,19,2008-06-22 00:00:00,2008,14.7,121.2,75.0,138.9,True,28.11051999232188
WP072008,FENGSHEN,20,2008-06-22 06:00:00,2008,15.7,120.4,60.0,111.12,True,36.90723657097937
WP072008,FENGSHEN,21,2008-06-22 12:00:00,2008,16.4,119.2,60.0,111.12,False,62.68438455426728
WP072008,FENGSHEN,22,2008-06-22 18:00:00,2008,16.6,118.4,60.0,111.12,False,150.5644153043895
WP072008,FENGSHEN,23,2008-06-23 00:00:00,2008,16.9,117.7,60.0,111.12,False,230.94971911002844
WP072008,FENGSHEN,24,2008-06-23 06:00:00,2008,17.3,117.2,60.0,111.12,False,295.5437271671486
WP072008,FENGSHEN,25,2008-06-23 12:00:00,2008,17.9,116.7,55.0,101.86,False,371.33012301142594
WP072008,FENGSHEN,26,2008-06-23 18:00:00,2008,18.6,116.3,55.0,101.86,False,440.37923044705826
WP082008,KALMAEGI,0,2008-07-11 06:00:00,2008,20.1,126.1,15.0,27.78,False,426.16834766828146
WP082008,KALMAEGI,1,2008-07-11 12:00:00,2008,19.9,126.5,15.0,27.78,False,470.45604577390134
WP082008,KALMAEGI,2,2008-07-11 18:00:00,2008,19.9,126.9,15.0,27.78,False,510.2940432464035
WP082008,KALMAEGI,3,2008-07-12 00:00:00,2008,20.1,127.3,15.0,27.78,False,550.8785998107513
WP082008,KALMAEGI,4,2008-07-12 06:00:00,2008,19.7,126.9,15.0,27.78,False,503.63597956815477
WP082008,KALMAEGI,5,2008-07-12 12:00:00,2008,20.0,126.8,15.0,27.78,False,500.0739414968336
WP082008,KALMAEGI,6,2008-07-12 18:00:00,2008,20.3,126.7,20.0,37.04,False,486.8355412030018
WP082008,KALMAEGI,7,2008-07-13 00:00:00,2008,20.0,126.5,20.0,37.04,False,468.9550319973789
WP082008,KALMAEGI,8,2008-07-13 06:00:00,2008,20.0,126.2,20.0,37.04,False,437.86114252004415
WP082008,KALMAEGI,9,2008-07-13 12:00:00,2008,20.4,126.0,20.0,37.04,False,413.44525092874795
WP082008,KALMAEGI,10,2008-07-13 18:00:00,2008,20.2,125.8,20.0,37.04,False,393.9227697086951
WP082008,KALMAEGI,11,2008-07-14 00:00:00,2008,19.6,125.7,25.0,46.300000000000004,False,380.76657501853674
WP082008,KALMAEGI,12,2008-07-14 06:00:00,2008,19.1,125.3,25.0,46.300000000000004,False,324.2040395014143
WP082008,KALMAEGI,13,2008-07-14 12:00:00,2008,18.9,124.8,25.0,46.300000000000004,False,267.97328353194206
WP082008,KALMAEGI,14,2008-07-14 18:00:00,2008,18.5,124.5,30.0,55.56,False,230.66276206886695
WP082008,KALMAEGI,15,2008-07-15 00:00:00,2008,18.2,124.2,30.0,55.56,False,198.78421634016888
WP082008,KALMAEGI,16,2008-07-15 06:00:00,2008,18.3,123.9,35.0,64.82000000000001,False,166.79084385363728
WP082008,KALMAEGI,17,2008-07-15 12:00:00,2008,18.1,123.7,35.0,64.82000000000001,False,147.32209200479255
WP082008,KALMAEGI,18,2008-07-15 18:00:00,2008,18.4,123.8,40.0,74.08,False,156.48581689844758
WP082008,KALMAEGI,19,2008-07-16 00:00:00,2008,18.8,123.9,50.0,92.60000000000001,False,173.31310050247424
WP082008,KALMAEGI,20,2008-07-16 06:00:00,2008,19.4,123.9,55.0,101.86,False,200.19121812325048
WP082008,KALMAEGI,21,2008-07-16 12:00:00,2008,20.4,123.6,55.0,101.86,False,163.497452533038
WP082008,KALMAEGI,22,2008-07-16 18:00:00,2008,21.3,123.2,60.0,111.12,False,131.00225683206136
WP092008,FUNG-WONG,9,2008-07-26 00:00:00,2008,21.5,127.8,55.0,101.86,False,607.3548549638649
WP092008,FUNG-WONG,10,2008-07-26 06:00:00,2008,21.2,126.9,60.0,111.12,False,512.2066960069689
WP092008,FUNG-WONG,11,2008-07-26 12:00:00,2008,21.1,126.1,65.0,120.38000000000001,False,428.5089267876223
WP092008,FUNG-WONG,12,2008-07-26 18:00:00,2008,21.1,125.4,70.0,129.64000000000001,False,356.90864421518097
WP092008,FUNG-WONG,13,2008-07-27 00:00:00,2008,21.7,124.9,75.0,138.9,False,311.9907487831726
WP102008,KAMMURI,0,2008-08-03 18:00:00,2008,20.0,120.4,25.0,46.300000000000004,False,121.34741482895525
WP102008,KAMMURI,1,2008-08-04 00:00:00,2008,19.8,119.3,30.0,55.56,False,196.37056107362528
WP102008,KAMMURI,2,2008-08-04 06:00:00,2008,19.4,118.2,25.0,46.300000000000004,False,268.24975492695626
WP102008,KAMMURI,3,2008-08-04 12:00:00,2008,19.4,117.7,30.0,55.56,False,317.54500843646935
WP102008,KAMMURI,4,2008-08-04 18:00:00,2008,19.6,117.0,30.0,55.56,False,394.19943626668464
WP102008,KAMMURI,5,2008-08-05 00:00:00,2008,20.0,116.2,35.0,64.82000000000001,False,487.72111856043966
WP132008,NURI,12,2008-08-19 00:00:00,2008,17.1,126.8,75.0,138.9,False,434.5939452998791
WP132008,NURI,13,2008-08-19 06:00:00,2008,17.7,125.4,90.0,166.68,False,311.59842390828595
WP132008,NURI,14,2008-08-19 12:00:00,2008,18.2,124.3,90.0,166.68,False,209.33102034645938
WP132008,NURI,15,2008-08-19 18:00:00,2008,18.4,123.0,95.0,175.94,False,72.09609502272178
WP132008,NURI,16,2008-08-20 00:00:00,2008,18.7,122.0,100.0,185.20000000000002,False,19.586969936317622
WP132008,NURI,17,2008-08-20 06:00:00,2008,18.9,121.0,95.0,175.94,False,27.62554779710081
WP132008,NURI,18,2008-08-20 12:00:00,2008,19.6,120.4,90.0,166.68,False,98.22688356494587
WP132008,NURI,19,2008-08-20 18:00:00,2008,19.8,118.9,80.0,148.16,False,227.41027674707348
WP132008,NURI,20,2008-08-21 00:00:00,2008,20.1,118.0,75.0,138.9,False,323.1110838931694
WP132008,NURI,21,2008-08-21 06:00:00,2008,20.4,117.3,70.0,129.64000000000001,False,402.6674888588087
WP132008,NURI,22,2008-08-21 12:00:00,2008,20.7,116.6,65.0,120.38000000000001,False,482.37552163576686
WP142008,UNNAMED,4,2008-08-26 00:00:00,2008,15.1,127.5,20.0,37.04,False,359.0801469676635
WP142008,UNNAMED,5,2008-08-26 06:00:00,2008,15.9,126.5,25.0,46.300000000000004,False,317.3980484201579
WP142008,UNNAMED,6,2008-08-26 12:00:00,2008,16.3,125.4,30.0,55.56,False,276.920039683553
WP142008,UNNAMED,7,2008-08-26 18:00:00,2008,17.0,124.7,30.0,55.56,False,231.09333984747374
WP142008,UNNAMED,8,2008-08-27 00:00:00,2008,17.6,123.8,35.0,64.82000000000001,False,145.48448307515795
WP142008,UNNAMED,9,2008-08-27 06:00:00,2008,18.0,123.0,30.0,55.56,False,78.3858629074745
WP142008,UNNAMED,10,2008-08-27 12:00:00,2008,18.3,122.8,30.0,55.56,False,50.665145072129086
WP142008,UNNAMED,11,2008-08-27 18:00:00,2008,19.4,122.4,30.0,55.56,False,45.58741328082663
WP142008,UNNAMED,12,2008-08-27 21:00:00,2008,19.8,122.2,30.0,55.56,False,33.59725370123028
WP142008,UNNAMED,13,2008-08-28 00:00:00,2008,20.0,121.9,25.0,46.300000000000004,False,30.833426992250384
WP142008,UNNAMED,14,2008-08-28 06:00:00,2008,20.3,121.3,25.0,46.300000000000004,False,56.19207688338447
WP142008,UNNAMED,15,2008-08-28 12:00:00,2008,20.8,120.8,25.0,46.300000000000004,False,103.1303723867011
WP142008,UNNAMED,16,2008-08-28 18:00:00,2008,20.9,120.9,25.0,46.300000000000004,False,94.5359039014386
WP142008,UNNAMED,17,2008-08-29 00:00:00,2008,21.1,120.9,20.0,37.04,False,101.2951316974593
WP142008,UNNAMED,18,2008-08-29 06:00:00,2008,21.4,120.9,15.0,27.78,False,113.04016270506756
WP152008,SINLAKU,0,2008-09-07 12:00:00,2008,15.8,127.6,20.0,37.04,False,404.03524629131647
WP152008,SINLAKU,1,2008-09-07 18:00:00,2008,15.9,127.2,20.0,37.04,False,374.89998434928606
WP152008,SINLAKU,2,2008-09-08 00:00:00,2008,15.9,126.8,25.0,46.300000000000004,False,341.61155269125186
WP152008,SINLAKU,3,2008-09-08 06:00:00,2008,16.0,126.2,30.0,55.56,False,301.1183579001719
WP152008,SINLAKU,4,2008-09-08 12:00:00,2008,16.3,125.8,35.0,64.82000000000001,False,299.13194507289876
WP152008,SINLAKU,5,2008-09-08 18:00:00,2008,16.8,125.7,45.0,83.34,False,339.00640464812113
WP152008,SINLAKU,6,2008-09-09 00:00:00,2008,17.2,125.3,50.0,92.60000000000001,False,294.56687158502154
WP152008,SINLAKU,7,2008-09-09 06:00:00,2008,17.9,125.2,65.0,120.38000000000001,False,296.55026829549837
WP152008,SINLAKU,8,2008-09-09 12:00:00,2008,18.6,125.2,70.0,129.64000000000001,False,305.01535983527975
WP152008,SINLAKU,9,2008-09-09 18:00:00,2008,19.3,124.7,90.0,166.68,False,270.9339774447458
WP152008,SINLAKU,10,2008-09-10 00:00:00,2008,19.8,124.4,90.0,166.68,False,252.90597213936655
WP152008,SINLAKU,11,2008-09-10 06:00:00,2008,20.2,124.3,115.0,212.98000000000002,False,238.24968034437774
WP152008,SINLAKU,12,2008-09-10 12:00:00,2008,20.6,124.3,120.0,222.24,False,236.50423503027545
WP152008,SINLAKU,13,2008-09-10 18:00:00,2008,20.8,124.3,125.0,231.5,False,238.70788898418837
WP152008,SINLAKU,14,2008-09-10 21:00:00,2008,20.8,124.5,125.0,231.5,False,259.2964429941255
WP152008,SINLAKU,15,2008-09-11 00:00:00,2008,21.0,124.6,125.0,231.5,False,273.3151336187399
WP152008,SINLAKU,16,2008-09-11 06:00:00,2008,21.6,124.8,120.0,222.24,False,299.79936409648246
WP152008,SINLAKU,17,2008-09-11 12:00:00,2008,21.9,124.8,120.0,222.24,False,307.173655423972
WP182008,HAGUPIT,14,2008-09-21 00:00:00,2008,16.5,127.2,60.0,111.12,False,417.55606725291364
WP182008,HAGUPIT,15,2008-09-21 06:00:00,2008,17.3,126.4,60.0,111.12,False,411.69734939757404
WP182008,HAGUPIT,16,2008-09-21 12:00:00,2008,18.1,125.5,65.0,120.38000000000001,False,333.567622103714
WP182008,HAGUPIT,17,2008-09-21 18:00:00,2008,18.7,124.4,80.0,148.16,False,222.4929847098295
WP182008,HAGUPIT,18,2008-09-22 00:00:00,2008,19.0,123.4,85.0,157.42000000000002,False,133.4225218827905
WP182008,HAGUPIT,19,2008-09-22 06:00:00,2008,19.3,122.1,90.0,166.68,False,25.544284275485214
WP182008,HAGUPIT,20,2008-09-22 12:00:00,2008,19.5,120.9,100.0,185.20000000000002,False,49.24597876099567
WP182008,HAGUPIT,21,2008-09-22 18:00:00,2008,19.8,119.1,100.0,185.20000000000002,False,211.41704127033074
WP182008,HAGUPIT,22,2008-09-23 00:00:00,2008,20.1,117.2,105.0,194.46,False,395.6923147790308
WP192008,JANGMI,12,2008-09-26 12:00:00,2008,17.7,128.0,105.0,194.46,False,570.2338935513447
WP192008,JANGMI,13,2008-09-26 18:00:00,2008,18.7,127.3,120.0,222.24,False,526.522099308181
